stage,patch_lookup_path,last_removal_step,alive_end,removed_end,area_retained_km2,area_removed_km2,cells_removed_stage,area_removed_stage_km2,events_in_stage,prop_cells_removed_end,prop_area_removed_end,pct_cells_removed_end,pct_area_removed_end
21,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0021.csv,1080,1076954,1052752,96816.0058901369,94289.1492666396,50057,4447.82972387086,52,0.494317995065986,0.493388831867397,49.4317995065986,49.3388831867397
22,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0022.csv,1131,1026902,1102804,92369.8792258665,98735.27593091,50052,4446.12666427041,51,0.517819830530599,0.516654173195437,51.7819830530599,51.6654173195437
23,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0023.csv,1183,976870,1152836,87914.6761803423,103190.478976434,50032,4455.20304552413,52,0.541312275027633,0.539967008696233,54.1312275027633,53.9967008696233
24,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0024.csv,1235,926837,1202869,83418.4136308369,107686.74152594,50033,4496.26254950541,52,0.564805189073046,0.563494697134658,56.4805189073046,56.3494697134658
25,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0025.csv,1286,876808,1252898,79016.195693085,112088.959463691,50029,4402.21793775195,51,0.588296224924943,0.586530276337848,58.8296224924943,58.6530276337848
26,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0026.csv,1337,826707,1302999,74571.5494588059,116533.605697971,50101,4444.64623427911,51,0.611821068260126,0.609787870988463,61.1821068260126,60.9787870988463
27,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0027.csv,1389,776642,1353064,70015.8631663656,121089.291990411,50065,4555.6862924403,52,0.635329007853666,0.633626507307316,63.5329007853666,63.3626507307316
28,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0028.csv,1440,726572,1403134,65503.1995525071,125601.955604269,50070,4512.66361385845,51,0.658839295189101,0.657240017943156,65.8839295189101,65.7240017943156
29,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0029.csv,1492,676509,1453197,60978.6360752612,130126.519081515,50063,4524.56347724592,52,0.682346295685884,0.680915797246619,68.2346295685884,68.0915797246619
30,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0030.csv,1542,626478,1503228,56541.8594335329,134563.295723244,50031,4436.77664172831,50,0.705838270634538,0.704132212513327,70.5838270634538,70.4132212513327
31,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0031.csv,1593,576419,1553287,52052.0623062312,139053.092850545,50059,4489.79712730167,51,0.729343392937805,0.727626069199811,72.9343392937805,72.7626069199811
32,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0032.csv,1643,526419,1603287,47597.0316376303,143508.123519146,50000,4455.03066860094,50,0.752820811886711,0.750938002700224,75.2820811886711,75.0938002700224
33,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0033.csv,1693,476419,1653287,43139.1395057836,147966.015650993,50000,4457.89213184668,50,0.776298230835618,0.774264909440074,77.6298230835618,77.4264909440074
34,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0034.csv,1744,426417,1703289,38718.8236633784,152386.331493398,50002,4420.31584240521,51,0.799776588881282,0.797395189932921,79.9776588881282,79.7395189932921
35,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0035.csv,1796,376349,1753357,34231.5839494584,156873.571207318,50068,4487.23971392001,52,0.823285937119959,0.820875664388143,82.3285937119959,82.0875664388143
36,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0036.csv,1847,326339,1803367,29670.7774257028,161434.377731074,50010,4560.80652375556,51,0.846768051552656,0.844741093450034,84.6768051552656,84.4741093450034
37,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0037.csv,1898,276338,1853368,25095.0365255383,166010.118631238,50001,4575.74090016452,51,0.870245940049941,0.868684669940216,87.0245940049941,86.8684669940216
38,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0038.csv,1948,226338,1903368,20515.6276953669,170589.52746141,50000,4579.40883017143,50,0.893723358998848,0.892647439685567,89.3723358998848,89.2647439685567
39,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0039.csv,1999,176333,1953373,15935.6259164512,175169.529240325,50005,4580.0017789156,51,0.917203125689649,0.916613312166393,91.7203125689649,91.6613312166393
40,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0040.csv,2051,126009,2003697,11373.9001765468,179731.25498023,50324,4561.72573990445,52,0.940832678313345,0.940483551230128,94.0832678313345,94.0483551230128
41,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0041.csv,2102,75835,2053871,6863.43059178867,184241.724564988,50174,4510.46958475813,51,0.964391798680193,0.964085581123345,96.4391798680193,96.4085581123345
42,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0042.csv,2152,25700,2104006,2328.81517528047,188776.339981496,50135,4534.6154165082,50,0.987932606660262,0.987813959422654,98.7932606660262,98.7813959422654
43,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q16/Run/patch_lookup_tables/stage_patch_lookup_stage_0043.csv,2175,3581,2126125,328.41434814455,190776.740808632,22119,2000.40082713594,23,0.998318547254879,0.998281499272612,99.8318547254879,99.8281499272612
