species,patch_id,pu_id,patch_area_km2
Bradypterus seebohmi,1,1,29.6296191803173
Bradypterus seebohmi,2,1,30.9497681570648
Bradypterus seebohmi,3,1,9.04229392746949
Bradypterus seebohmi,4,1,0.62064821295929
Bradypterus seebohmi,5,1,0.265972006814122
Bradypterus seebohmi,6,1,0.709200345668078
Bradypterus seebohmi,7,1,0.177290677110672
Bradypterus seebohmi,8,1,0.177275942426443
Bradypterus seebohmi,9,1,0.177274304782391
Monticolomys koopmani,6,5,27.2715936270423
Newtonia fanovanae,2,2,29.3885406549368
Newtonia fanovanae,3,2,20.6592519148784
Newtonia fanovanae,4,2,19.9515621485482
Newtonia fanovanae,5,2,0.604549703200459
Newtonia fanovanae,6,2,0.777178853789091
Xanthomixis apperti,1,1,68.4073900828678
Microcebus tavaratra,31,9,0.370271373195231
Microcebus tavaratra,33,9,0.462834125284791
Microcebus tavaratra,36,9,0.0925668250995874
Microcebus tavaratra,37,9,43.0377824654073
Microcebus tavaratra,38,9,0.18513059458977
Microcebus tavaratra,43,9,1.48074673073471
Microcebus tavaratra,45,9,1.66577102635789
Microcebus tavaratra,47,9,0.27762389876622
Microcebus tavaratra,48,9,0.277610584835947
Microcebus tavaratra,49,9,0.0925361785190701
Accipiter henstii,6,1,48.0419621865288
Accipiter henstii,14,1,43.0377824654073
Accipiter henstii,56,1,50.551453219145
Accipiter henstii,183,1,54.374914715311
Accipiter henstii,536,1,37.6666068638458
Accipiter henstii,923,1,150.461237266299
Accipiter henstii,938,1,59.3584008869
Accipiter henstii,963,1,39.1941955079828
Accipiter henstii,964,1,31.5959390756281
Accipiter henstii,1048,1,82.3436727737423
Accipiter henstii,1062,1,141.478374189648
Accipiter henstii,1063,1,167.294306381111
Accipiter henstii,1066,1,77.7080516983964
Accipiter henstii,1072,1,31.2682529843574
Accipiter henstii,1077,1,70.8525209930906
Accipiter henstii,1086,1,41.6855738421427
Accipiter henstii,1088,1,18.5956128837769
Accipiter henstii,1093,1,29.8748831680267
Accipiter madagascariensis,94,1,50.551453219145
Accipiter madagascariensis,300,1,54.374914715311
Accipiter madagascariensis,1636,1,150.461237266299
Accipiter madagascariensis,1651,1,59.3584008869
Accipiter madagascariensis,1670,1,39.1941955079828
Accipiter madagascariensis,1671,1,31.5959390756281
Accipiter madagascariensis,1705,1,9.6230727811262
Accipiter madagascariensis,1725,1,82.3436727737423
Accipiter madagascariensis,1739,1,141.478374189648
Accipiter madagascariensis,1740,1,167.294306381111
Accipiter madagascariensis,1743,1,77.7080516983964
Accipiter madagascariensis,1770,1,31.2682529843574
Accipiter madagascariensis,1774,1,9.44852910779367
Accipiter madagascariensis,1775,1,70.8525209930906
Accipiter madagascariensis,1778,1,41.6855738421427
Accipiter madagascariensis,1780,1,18.5956128837769
Accipiter madagascariensis,1782,1,13.4593193121777
Accipiter madagascariensis,1786,1,29.8748831680267
Acrocephalus newtoni,363,112,0.370271373195231
Acrocephalus newtoni,364,112,0.462834125284791
Acrocephalus newtoni,368,112,43.0377824654073
Acrocephalus newtoni,389,112,1.48074673073471
Acrocephalus newtoni,391,112,1.66577102635694
Acrocephalus newtoni,395,112,0.277623898765862
Acrocephalus newtoni,401,112,0.277610584835947
Acrocephalus newtoni,22723,141,0.777178853789091
Acrocephalus newtoni,24384,141,0.604549703200817
Acrocephalus newtoni,24545,174,27.2715936270507
Acrocephalus newtoni,24547,141,29.3885406549345
Acrocephalus newtoni,24548,141,20.6592519148769
Acrocephalus newtoni,24549,141,19.9515621485635
Acrocephalus newtoni,2451,161,50.551453219145
Acrocephalus newtoni,24806,172,59.3584008869
Acrocephalus newtoni,24961,172,31.2682529843574
Acrocephalus newtoni,174,71,48.0419621865288
Acrocephalus newtoni,24338,71,37.6666068638458
Acrocephalus newtoni,24967,71,0.834716185029864
Acrocephalus newtoni,24968,71,1.11291405797213
Acrocephalus newtoni,24972,71,1.11259039969784
Acrocephalus newtoni,24693,85,49.7177817850491
Acrocephalus newtoni,16171,86,35.6927678195228
Acrocephalus newtoni,24978,86,1.25285155883861
Acrocephalus newtoni,24791,87,150.461237266299
Acrocephalus newtoni,24979,87,4.33443217345226
Acrocephalus newtoni,19365,150,0.62064821295929
Acrocephalus newtoni,19380,150,0.265972006814122
Acrocephalus newtoni,19400,150,0.709200345668078
Acrocephalus newtoni,24654,150,88.9178223342941
Acrocephalus newtoni,24719,150,9.04229392746901
Acrocephalus newtoni,24782,150,26.4973421411329
Acrocephalus newtoni,24951,150,1.41985175199318
Acrocephalus newtoni,24952,150,30.9497681570663
Acrocephalus newtoni,24726,156,24.7644543979686
Acrocephalus newtoni,24727,156,26.164817063378
Acrocephalus newtoni,24875,167,9.6230727811262
Acrocephalus newtoni,24983,167,3.02493133345956
Acrocephalus newtoni,5999,169,84.1380887098985
Acrocephalus newtoni,6013,169,0.364942030489683
Acrocephalus newtoni,6021,169,0.456175956650972
Acrocephalus newtoni,24905,169,34.95614220778
Acrocephalus newtoni,24973,169,5.47777224749887
Acrocephalus newtoni,24974,169,9.94582554588759
Acrocephalus newtoni,24832,170,39.1941955079828
Acrocephalus newtoni,24962,170,7.34550502939105
Acrocephalus newtoni,8564,173,54.374914715311
Acrocephalus newtoni,24975,173,2.57215737294382
Acrocephalus newtoni,24977,173,41.6855738421427
Acrocephalus newtoni,24833,175,31.5959390756281
Acrocephalus newtoni,24980,175,18.5956128837769
Acrocephalus newtoni,24981,175,1.46561010106003
Acrocephalus newtoni,24982,175,13.4593193121777
Acrocephalus newtoni,24923,176,82.3436727737423
Acrocephalus newtoni,24937,177,141.478374189648
Acrocephalus newtoni,24938,177,167.294306381111
Acrocephalus newtoni,24941,177,77.7080516983964
Acrocephalus newtoni,24986,177,29.8748831680267
Acrocephalus newtoni,24964,178,3.30396396412611
Acrocephalus newtoni,24965,178,9.44852910779367
Acrocephalus newtoni,24966,178,70.8525209930906
Acrocephalus newtoni,24987,178,5.96128104251843
Alectroenas madagascariensis,5948,10,27.2715936270507
Alectroenas madagascariensis,5949,10,29.3885406549345
Alectroenas madagascariensis,5950,10,20.6592519148769
Alectroenas madagascariensis,3,1,47.2998899152935
Alectroenas madagascariensis,5882,1,37.6666068638458
Alectroenas madagascariensis,6267,1,0.834716185029864
Alectroenas madagascariensis,6268,1,1.11291405797213
Alectroenas madagascariensis,6271,1,1.11259039969784
Alectroenas madagascariensis,751,8,50.551453219145
Alectroenas madagascariensis,1379,8,54.374914715311
Alectroenas madagascariensis,6157,8,59.3584008869
Alectroenas madagascariensis,6176,8,39.1941955079828
Alectroenas madagascariensis,6177,8,31.5959390756281
Alectroenas madagascariensis,6236,8,82.3436727737423
Alectroenas madagascariensis,6243,8,141.478374189648
Alectroenas madagascariensis,6244,8,167.294306381111
Alectroenas madagascariensis,6247,8,77.7080516983964
Alectroenas madagascariensis,6261,8,31.2682529843574
Alectroenas madagascariensis,6262,8,7.34550502939105
Alectroenas madagascariensis,6264,8,3.30396396412611
Alectroenas madagascariensis,6265,8,9.44852910779367
Alectroenas madagascariensis,6266,8,70.8525209930906
