removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
52,2,prune,2,1000,89.7340918163946,52661,4732.45274995137,0.0247268871853674,0.0247636059114628,2077045,186372.702406825
53,2,prune,3,1003,89.0587182949419,53664,4821.51146824631,0.0251978442094824,0.0252296253562124,2076042,186283.64368853
54,2,prune,4,1002,90.8360745095671,54666,4912.34754275588,0.0256683316852185,0.0257049452105358,2075040,186192.807614021
55,2,prune,5,1001,90.0220597357965,55667,5002.36960249167,0.0261383496125756,0.0261760055524818,2074039,186102.785554285
56,2,prune,6,1001,89.7549572366381,56668,5092.12455972831,0.0266083675399327,0.0266456682215134,2073038,186013.030597048
57,2,prune,7,1001,88.9921138470944,57669,5181.11667357541,0.0270783854672899,0.0271113391437556,2072037,185924.038483201
58,2,prune,8,1002,90.1562609940293,58671,5271.27293456944,0.0275488729430259,0.0275831017234729,2071035,185833.882222207
59,2,prune,9,1001,88.934892830994,59672,5360.20782740043,0.028018890870383,0.0280484732240901,2070034,185744.947329376
60,2,prune,10,1000,89.8656151119587,60672,5450.07344251239,0.0284884392493612,0.0285187149349337,2069034,185655.081714264
61,2,prune,11,1000,89.9744781615207,61672,5540.04792067391,0.0289579876283393,0.0289895262957665,2068034,185565.107236103
62,2,prune,12,1000,90.2905834410502,62672,5630.33850411496,0.0294275360073174,0.0294619917474022,2067034,185474.816652662
63,2,prune,13,1000,90.6875294761468,63672,5721.02603359111,0.0298970843862956,0.0299365343069776,2066034,185384.129123185
64,2,prune,14,1000,90.3275389763929,64672,5811.3535725675,0.0303666327652737,0.0304091931366271,2065034,185293.801584209
65,2,prune,15,1000,90.5936241431189,65672,5901.94719671062,0.0308361811442518,0.030883244315774,2064034,185203.207960066
66,2,prune,16,1000,91.0461612118664,66672,5992.99335792249,0.03130572952323,0.0313596634952418,2063034,185112.161798854
67,2,prune,17,1000,89.8599447371872,67672,6082.85330265967,0.0317752779022081,0.0318298755345951,2062034,185022.301854117
68,2,prune,18,1000,90.9954190613388,68672,6173.84872172101,0.0322448262811862,0.0323060291945353,2061034,184931.306435055
69,2,prune,19,1000,91.3429101699686,69672,6265.19163189098,0.0327143746601644,0.0327840011785722,2060034,184839.963524886
70,2,prune,20,1001,90.0823647565105,70673,6355.27399664749,0.0331843925875215,0.0332553770798796,2059033,184749.881160129
71,2,prune,21,1001,89.9198158420103,71674,6445.1938124895,0.0336544105148786,0.0337259024080333,2058032,184659.961344287
72,2,prune,22,1002,89.9483532608447,72676,6535.14216575035,0.0341248979906147,0.034196577064544,2057030,184570.012991026
73,2,prune,23,1000,89.1909783541702,73676,6624.33314410452,0.0345944463695928,0.0346632885893116,2056030,184480.822012672
74,2,prune,24,1000,89.8846877274757,74676,6714.21783183199,0.0350639947485709,0.0351336301018351,2055030,184390.937324945
75,2,prune,25,1000,89.9447604523637,75676,6804.16259228436,0.0355335431275491,0.0356042859581807,2054030,184300.992564492
76,2,prune,26,1000,90.2579782637546,76676,6894.42057054811,0.0360030915065272,0.0360765807960133,2053030,184210.734586228
77,2,prune,27,1004,91.0795405241281,77680,6985.50011107224,0.0364745180790212,0.0365531746401166,2052026,184119.655045704
78,2,prune,28,1004,90.4067842227722,78684,7075.90689529501,0.0369459446515153,0.0370262481380482,2051022,184029.248261481
79,2,prune,29,1000,89.9107211209528,79684,7165.81761641596,0.0374154930304934,0.0374967258760621,2050022,183939.337540361
80,2,prune,30,1001,89.8261487083566,80685,7255.64376512432,0.0378855109578505,0.0379667610702183,2049021,183849.511391652
81,2,prune,31,1000,90.4387449006519,81685,7346.08251002497,0.0383550593368287,0.0384400018094671,2048021,183759.072646751
82,2,prune,32,1000,90.0430021654679,82685,7436.12551219044,0.0388246077158068,0.0389111717373091,2047021,183669.029644586
83,2,prune,33,1000,90.5327685949305,83685,7526.65828078537,0.0392941560947849,0.0393849044763379,2046021,183578.496875991
84,2,prune,34,1000,89.6924305520034,84685,7616.35071133737,0.039763704473763,0.0398542399606602,2045021,183488.804445439
85,2,prune,35,1000,90.7952690487622,85685,7707.14598038614,0.0402332528527412,0.0403293462913831,2044021,183398.00917639
86,2,prune,36,1000,91.0124962768304,86685,7798.15847666297,0.0407028012317193,0.0408055893116311,2043021,183306.996680114
87,2,prune,37,1000,90.7479095395596,87685,7888.90638620253,0.0411723496106974,0.0412804478232454,2042021,183216.248770574
88,2,prune,38,1000,91.2434813311695,88685,7980.1498675337,0.0416418979896756,0.041757899523888,2041021,183125.005289243
89,2,prune,39,1005,91.5988604289636,89690,8071.74872796266,0.0421137941105486,0.0422372108242756,2040016,183033.406428814
90,2,prune,40,1008,91.8885767231281,90698,8163.63730468579,0.0425870988765586,0.0427180381292624,2039008,182941.517852091
91,2,prune,41,1000,90.7997937422661,91698,8254.43709842805,0.0430566472555367,0.043193168136445,2038008,182850.718058348
92,2,prune,42,1001,90.4940418539375,92699,8344.93114028199,0.0435266651828938,0.0436666982292345,2037007,182760.224016494
93,2,prune,43,1000,89.8811238348187,93699,8434.81226411681,0.0439962135618719,0.0441370210929013,2036007,182670.34289266
94,2,prune,44,1001,90.2297166298435,94700,8525.04198074665,0.044466231489229,0.0446091680454825,2035006,182580.11317603
95,2,prune,45,1001,89.4669412833298,95701,8614.50892202998,0.0449362494165861,0.0450773236073246,2034005,182490.646234747
96,2,prune,46,1006,87.1539294590858,96707,8701.66285148907,0.0454086150858381,0.0455333758231195,2032999,182403.492305287
97,2,prune,47,1001,88.346107149977,97708,8790.00895863904,0.0458786330131952,0.0459956663724116,2031998,182315.146198137
98,2,prune,48,1001,90.2681253460006,98709,8880.27708398505,0.0463486509405524,0.0464680143070968,2030997,182224.878072791
99,2,prune,49,1001,91.4524728746094,99710,8971.72955685966,0.0468186688679095,0.0469465596022229,2029996,182133.425599917
100,2,prune,50,1000,91.2928668453586,100710,9063.02242370501,0.0472882172468876,0.0474242697234934,2028996,182042.132733071
101,3,prune,1,1001,90.7218131779021,101711,9153.74423688291,0.0477582351742447,0.0478989916801223,2027995,181951.410919894
102,3,prune,2,1000,91.2904204993853,102711,9245.0346573823,0.0482277835532228,0.0483766890003463,2026995,181860.120499394
103,3,prune,3,1000,91.0939744224267,103711,9336.12863180473,0.048697331932201,0.0488533583730155,2025995,181769.026524972
104,3,prune,4,1001,90.9558195077719,104712,9427.0844513125,0.0491673498595581,0.0493293048195316,2024994,181678.070705464
105,3,prune,5,1001,90.2322196652137,105713,9517.31667097771,0.0496373677869152,0.0498014648697991,2023993,181587.838485799
106,3,prune,6,1000,89.6691268989012,106713,9606.98579787661,0.0501069161658933,0.0502706784126015,2022993,181498.1693589
107,3,prune,7,1000,89.6478919111741,107713,9696.63368978779,0.0505764645448715,0.050739780838633,2021993,181408.521466989
108,3,prune,8,1003,90.3873657317166,108716,9787.0210555195,0.0510474215689865,0.0512127527250144,2020990,181318.134101257
109,3,prune,9,1002,92.2353262518638,109718,9879.25638177137,0.0515179090447226,0.0516953944736171,2019988,181225.898775005
110,3,prune,10,1007,91.9898231434631,110725,9971.24620491483,0.0519907442623536,0.0521767515728958,2018981,181133.908951862
111,3,prune,11,1000,91.1703474497114,111725,10062.4165523645,0.0524602926413317,0.0526538205843252,2017981,181042.738604412
112,3,prune,12,1285,117.772504887915,113010,10180.1890572525,0.0530636623083186,0.0532700912693902,2016696,180924.966099524
113,3,prune,13,1001,89.7408977425549,114011,10269.929954995,0.0535336802356757,0.0537396803690089,2015695,180835.225201781
114,3,prune,14,1000,90.0027003563192,115011,10359.9326553513,0.0540032286146539,0.0542106394087192,2014695,180745.222501425
115,3,prune,15,1000,89.7154925971804,116011,10449.6481479485,0.054472776993632,0.0546800955702946,2013695,180655.507008828
116,3,prune,16,1000,89.8677591061679,117011,10539.5159070547,0.0549423253726101,0.0551503485000622,2012695,180565.639249722
117,3,prune,17,1001,90.1970426370178,118012,10629.7129496917,0.0554123432999672,0.055622324478748,2011694,180475.442207085
118,3,prune,18,1000,90.407701820107,119012,10720.1206515118,0.0558818916789454,0.0560954027782106,2010694,180385.034505265
119,3,prune,19,1005,89.6949486279771,120017,10809.8156001398,0.0563537877998184,0.0565647514389225,2009689,180295.339556637
120,3,prune,20,1003,89.5994864739929,121020,10899.4150866138,0.0568247448239335,0.0570336005727959,2008686,180205.740070163
121,3,prune,21,1001,89.6406514360563,122021,10989.0557380498,0.0572947627512906,0.0575026651114397,2007685,180116.099418727
122,3,prune,22,1000,89.7787911668186,123021,11078.8345292167,0.0577643111302687,0.0579724524967834,2006685,180026.32062756
123,3,prune,23,1000,89.8502060050767,124021,11168.6847352217,0.0582338595092468,0.0584426135760665,2005685,179936.470421555
124,3,prune,24,1001,89.8133848130342,125022,11258.4981200348,0.0587038774366039,0.0589125819803168,2004684,179846.657036742
125,3,prune,25,1000,88.84609596259,126022,11347.3442159974,0.0591734258155821,0.0593774888316768,2003684,179757.810940779
126,3,prune,26,1000,88.9701204300878,127022,11436.3143364274,0.0596429741945602,0.0598430446684992,2002684,179668.840820349
127,3,prune,27,1000,89.0682938941008,128022,11525.3826303215,0.0601125225735383,0.0603091142196896,2001684,179579.772526455
128,3,prune,28,1000,89.7297553662439,129022,11615.1123856878,0.0605820709525165,0.0607786450143594,2000684,179490.042771089
129,3,prune,29,1000,89.1347674869518,130022,11704.2471531747,0.0610516193314946,0.0612450624033295,1999684,179400.908003602
130,3,prune,30,1001,90.6816161994233,131023,11794.9287693742,0.0615216372588517,0.0617195740203763,1998683,179310.226387402
131,3,prune,31,1000,89.0446459470275,132023,11883.9734153212,0.0619911856378298,0.0621855198284524,1997683,179221.181741455
132,3,prune,32,1001,89.3896179327583,133024,11973.3630332539,0.0624612035651869,0.0626532707787573,1996682,179131.792123523
133,3,prune,33,1000,89.6067982134239,134024,12062.9698314674,0.0629307519441651,0.0631221581729247,1995682,179042.185325309
134,3,prune,34,1000,89.504528483399,135024,12152.4743599508,0.0634003003231432,0.0635905104181061,1994682,178952.680796826
135,3,prune,35,1015,91.0757581421028,136039,12243.5501180929,0.063876891927806,0.0640670844700587,1993667,178861.605038684
136,3,prune,36,1019,91.5518115613535,137058,12335.1019296542,0.0643553617259847,0.0645461495768385,1992648,178770.053227122
137,3,prune,37,1029,92.4258811646274,138087,12427.5278108189,0.0648385270079532,0.0650297884461762,1991619,178677.627345958
138,3,prune,38,1016,91.647926239031,139103,12519.1757370579,0.065315588160995,0.0655093564942691,1990603,178585.979419719
139,3,prune,39,1007,90.950489196725,140110,12610.1262262546,0.065788423378626,0.0659852750487535,1989596,178495.028930522
140,3,prune,40,1003,90.2735978571296,141113,12700.3998241117,0.066259380402741,0.0664576516195638,1988593,178404.755332665
141,3,prune,41,1000,89.4928036235547,142113,12789.8926277353,0.0667289287817192,0.0669259425118222,1987593,178315.262529041
142,3,prune,42,1014,89.147833187563,143127,12879.0404609229,0.067205050838003,0.0673924282699612,1986579,178226.114695854
143,3,prune,43,1008,92.1658939727553,144135,12971.2063548956,0.067678355604013,0.0678747066988039,1985571,178133.948801881
144,3,prune,44,1006,91.3168834196441,145141,13062.5232383153,0.068150721273265,0.0683525424921122,1984565,178042.631918461
145,3,prune,45,1001,90.7342918090715,146142,13153.2575301243,0.0686207392006221,0.0688273297459392,1983564,177951.897626652
146,3,prune,46,1003,90.3316477420316,147145,13243.5891778664,0.0690916962247371,0.0693000100756139,1982561,177861.56597891
147,3,prune,47,1006,89.9177251631758,148151,13333.5069030295,0.0695640618939891,0.0697705244638281,1981555,177771.648253747
148,3,prune,48,1003,90.0101569887042,149154,13423.5170600182,0.0700350189181042,0.0702415225220168,1980552,177681.638096758
149,3,prune,49,1012,90.2933858831762,150166,13513.8104459014,0.0705102018776301,0.0707140026380509,1979540,177591.344710875
150,3,prune,50,1013,89.9777525066629,151179,13603.7881984081,0.0709858543855349,0.0711848311326189,1978527,177501.366958368
151,3,fragmentation,,35,3.09168968454182,151214,13606.8798880926,0.0710022885787991,0.0712010090828265,1978492,177498.275268684
152,4,prune,1,1012,88.3276378790991,152226,13695.2075259717,0.071477471538325,0.0716632029875731,1977480,177409.947630805
153,4,prune,2,1009,90.9491026049067,153235,13786.1566285766,0.0719512458527139,0.072139114286409,1976471,177318.9985282
154,4,prune,3,1008,91.8378704169387,154243,13877.9944989936,0.0724245506187239,0.0726196762594317,1975463,177227.160657783
155,4,prune,4,1004,90.7053690891492,155247,13968.6998680827,0.072895977191218,0.0730943121687285,1974459,177136.455288694
156,4,prune,5,1007,91.3764709608134,156254,14060.0763390435,0.0733688124088489,0.0735724597670277,1973452,177045.078817733
157,4,prune,6,1004,90.2473134216807,157258,14150.3236524652,0.073840238981343,0.074044698798715,1972448,176954.831504311
158,4,prune,7,1005,89.6994558492577,158263,14240.0231083145,0.074312135102216,0.0745140710444593,1971443,176865.132048462
159,4,prune,8,1003,87.6872491324965,159266,14327.710357447,0.0747830921263311,0.0749729139734246,1970440,176777.44479933
160,4,prune,9,1005,90.0792495306681,160271,14417.7896069776,0.0752549882472041,0.0754442735736236,1969435,176687.365549799
161,4,prune,10,1004,89.0842535861802,161275,14506.8738605638,0.0757264148196981,0.0759104266374334,1968431,176598.281296213
162,4,prune,11,1005,90.4435276667408,162280,14597.3173882306,0.0761983109405711,0.0763836924035638,1967426,176507.837768546
163,4,prune,12,1003,89.8018412404115,163283,14687.119229471,0.0766692679646862,0.0768536004035167,1966423,176418.035927306
164,4,prune,13,1000,89.4022722574055,164283,14776.5215017284,0.0771388163436643,0.0773214175703747,1965423,176328.633655048
165,4,prune,14,1001,90.7588366562182,165284,14867.2803383846,0.0776088342710215,0.0777963332605442,1964422,176237.874818392
166,4,prune,15,1004,90.9884036859646,166288,14958.2687420705,0.0780802608435155,0.0782724502109808,1963418,176146.886414706
167,4,prune,16,1005,90.8765357683439,167293,15049.1452778389,0.0785521569643885,0.0787479817877915,1962413,176056.009878938
168,4,prune,17,1007,89.1641507377833,168300,15138.3094285767,0.0790249921820195,0.0792145529311216,1961406,175966.8457282
169,4,prune,18,1002,90.3389928412515,169302,15228.6484214179,0.0794954796577556,0.0796872716956528,1960404,175876.506735359
170,4,prune,19,1012,91.5577965644893,170314,15320.2062179824,0.0799706626172814,0.0801663681202855,1959392,175784.948938794
171,4,prune,20,1038,92.9492435248309,171352,15413.1554615072,0.0804580538346608,0.0806527455989494,1958354,175691.999695269
172,4,prune,21,1018,91.0265763065539,172370,15504.1820378138,0.0809360540844605,0.0811290622960677,1957336,175600.973118963
173,4,prune,22,1003,89.4615782581072,173373,15593.6436160719,0.0814070111085756,0.0815971897946939,1956333,175511.511540705
174,4,prune,23,1006,89.5881626961777,174379,15683.2317787681,0.0818793767778276,0.0820659796743948,1955327,175421.923378008
175,4,prune,24,1002,89.9771923277396,175381,15773.2089710958,0.0823498642535636,0.0825368052377028,1954325,175331.946185681
176,4,prune,25,1001,89.9805068085974,176382,15863.1894779044,0.0828198821809207,0.083007648144765,1953324,175241.965678872
177,4,prune,26,1000,91.181315298058,177382,15954.3707932025,0.0832894305598989,0.0834847745478872,1952324,175150.784363574
178,4,prune,27,1000,89.9695010128461,178382,16044.3402942153,0.083758978938877,0.0839555598646885,1951324,175060.814862561
179,4,prune,28,1000,89.3873766541463,179382,16133.7276708695,0.0842285273178552,0.0844232990870073,1950324,174971.427485907
180,4,prune,29,1001,89.7409002798158,180383,16223.4685711493,0.0846985452452122,0.0848928881999027,1949323,174881.686585627
181,4,prune,30,1010,90.4324085031339,181393,16313.9009796524,0.0851727891079802,0.0853660957825498,1948313,174791.254177124
182,4,prune,31,1002,89.1364909252327,182395,16403.0374705777,0.0856432765837162,0.085832522189792,1947311,174702.117686199
183,4,prune,32,1000,89.579682892685,183395,16492.6171534703,0.0861128249626944,0.0863012676970453,1946311,174612.538003306
184,4,prune,33,1000,89.2003894294201,184395,16581.8175428998,0.0865823733416725,0.086768028467346,1945311,174523.337613877
185,4,prune,34,1002,89.7388397907205,185397,16671.5563826905,0.0870528608174086,0.0872376067982765,1944309,174433.598774086
186,4,prune,35,1029,91.7338070464934,186426,16763.290189737,0.0875360260993771,0.0877176242366927,1943280,174341.86496704
187,4,prune,36,1026,90.4195820735949,187452,16853.7097718106,0.0880177827362087,0.0881907647022098,1942254,174251.445384966
188,4,prune,37,1020,91.5056954809505,188472,16945.2154672915,0.0884967220827664,0.0886695884963973,1941234,174159.939689485
189,4,prune,38,1019,91.663011885182,189491,17036.8784791767,0.0889751918809451,0.0891492354834709,1940215,174068.2766776
190,4,prune,39,1019,90.7479167268104,190510,17127.6263959035,0.0894536616791238,0.089624094032694,1939196,173977.528760873
191,4,prune,40,1009,90.2597476692387,191519,17217.8861435728,0.0899274359935127,0.0900963981293323,1938187,173887.269013204
192,4,prune,41,1008,88.813025792801,192527,17306.6991693656,0.0904007407595227,0.0905611319337131,1937179,173798.455987411
193,4,prune,42,1013,90.167003703186,193540,17396.8661730687,0.0908763932674275,0.0910329507270325,1936166,173708.288983708
194,4,prune,43,1004,89.5757222085436,194544,17486.4418952773,0.0913478198399216,0.0915016755091299,1935162,173618.713261499
195,4,prune,44,1003,89.776698650694,195547,17576.218593928,0.0918187768640366,0.0919714519449202,1934159,173528.936562849
196,4,prune,45,1000,90.2105395781444,196547,17666.4291335061,0.0922883252430148,0.0924434985493361,1933159,173438.72602327
197,4,prune,46,1000,89.9981257798165,197547,17756.4272592859,0.0927578736219929,0.0929144336515629,1932159,173348.727897491
198,4,prune,47,1003,89.9493456404535,198550,17846.3766049264,0.093228830646108,0.0933851135009195,1931156,173258.77855185
199,4,prune,48,1000,91.0046527973253,199550,17937.3812577237,0.0936983790250861,0.0938613154784258,1930156,173167.773899053
200,4,prune,49,1000,91.190888826484,200550,18028.5721465502,0.0941679274040642,0.0943384919771533,1929156,173076.583010226
201,4,prune,50,1001,90.001537514145,201551,18118.5736840643,0.0946379453314213,0.0948094449320347,1928155,172986.581472712
202,4,fragmentation,,5,0.451697436065555,201556,18119.0253815004,0.0946402930733162,0.0948118085387919,1928150,172986.129775276
203,5,prune,1,1004,89.4215505858358,202560,18208.4469320862,0.0951117196458103,0.0952797265837681,1927146,172896.70822469
204,5,prune,2,1003,90.4097799639298,203563,18298.8567120502,0.0955826766699253,0.095752815757578,1926143,172806.298444726
205,5,prune,3,1000,89.5959794249519,204563,18388.4526914751,0.0960522250489035,0.0962216465400415,1925143,172716.702465301
206,5,prune,4,1000,90.1635145591391,205563,18478.6162060343,0.0965217734278816,0.0966934470756428,1924143,172626.538950742
207,5,prune,5,1009,89.9700311587974,206572,18568.5862371931,0.0969955477422705,0.0971642351665501,1923134,172536.568919583
208,5,prune,6,1020,89.9734296563705,207592,18658.5596668494,0.0974744870888282,0.0976350410408477,1922114,172446.595489927
209,5,prune,7,1012,88.7115986682192,208604,18747.2712655177,0.0979496700483541,0.0980992441053618,1921102,172357.883891259
210,5,prune,8,1006,89.4535172282518,209610,18836.7247827459,0.0984220357176061,0.098567329422866,1920096,172268.430374031
211,5,prune,9,1007,90.2807914054744,210617,18927.0055741514,0.0988948709352371,0.0990397436355093,1919089,172178.149582625
212,5,prune,10,1005,91.2395751100504,211622,19018.2451492614,0.0993667670561101,0.0995171748959858,1918084,172086.910007515
213,5,prune,11,1004,89.5687166242833,212626,19107.8138658857,0.0998381936286041,0.0999858630198138,1917080,171997.341290891
214,5,prune,12,1009,91.3139658107972,213635,19199.1278316965,0.100311967942993,0.100463683546088,1916071,171906.02732508
215,5,prune,13,1003,90.6323323342621,214638,19289.7601640308,0.100782924967108,0.100937937274408,1915068,171815.394992746
216,5,prune,14,1006,90.1977092112049,215644,19379.957873242,0.10125529063636,0.101409916741091,1914062,171725.197283535
217,5,prune,15,1007,90.9112284377731,216651,19470.8691016798,0.101728125853991,0.101885629854969,1913055,171634.286055097
218,5,prune,16,1001,88.8040007711837,217652,19559.6731024509,0.102198143781348,0.102350316433928,1912054,171545.482054326
219,5,prune,17,1001,89.8483250591756,218653,19649.5214275101,0.102668161708705,0.102820467670745,1911053,171455.633729266
220,5,prune,18,1007,90.7978702345525,219660,19740.3192977447,0.103140996926336,0.103295587612748,1910046,171364.835859032
221,5,prune,19,1000,89.9315429190901,220660,19830.2508406638,0.103610545305314,0.103766174305427,1909046,171274.904316113
222,5,prune,20,1000,89.9784705911355,221660,19920.2293112549,0.104080093684293,0.104237006557531,1908046,171184.925845522
223,5,prune,21,1000,89.4355938429685,222660,20009.6649050979,0.104549642063271,0.104704998086957,1907046,171095.490251679
224,5,prune,22,1017,90.0411112518416,223677,20099.7060163497,0.105027172764691,0.105176158120175,1906029,171005.449140427
225,5,prune,23,1004,88.7030052549813,224681,20188.4090216047,0.105498599337186,0.105640316217753,1905025,170916.746135172
226,5,prune,24,1005,89.1891274372076,225686,20277.5981490419,0.105970495458059,0.106107018057189,1904020,170827.557007735
227,5,prune,25,1000,89.392400130949,226686,20366.9905491728,0.106440043837037,0.106574783565961,1903020,170738.164607604
228,5,prune,26,1001,88.7816705297455,227687,20455.7722197026,0.106910061764394,0.107039353296992,1902019,170649.382937074
229,5,prune,27,1000,89.0123276481919,228687,20544.7845473508,0.107379610143372,0.10750512999242,1901019,170560.370609426
230,5,prune,28,1000,90.7059364881359,229687,20635.4904838389,0.10784915852235,0.107979768870757,1900019,170469.664672938
231,5,prune,29,1000,90.7981992288355,230687,20726.2886830677,0.108318706901328,0.108454890534295,1899019,170378.866473709
232,5,prune,30,1000,91.4115887807056,231687,20817.7002718485,0.108788255280306,0.108933221894356,1898019,170287.454884928
