removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
1,1,prune,1,1000,88.8062309871168,1000,88.8062309871168,0.000469548378978131,0.000464698249056981,2128706,191016.348925789
2,1,prune,2,1000,88.8751745692677,2000,177.681405556384,0.000939096757956263,0.000929757260659036,2127706,190927.47375122
3,1,prune,3,1000,88.3482067918511,3000,266.029612348235,0.00140864513693439,0.00139205879679171,2126706,190839.125544428
4,1,prune,4,1004,91.1600836862804,4004,357.189696034516,0.00188007170942844,0.00186907410080847,2125702,190747.965460742
5,1,prune,5,1300,118.472559512401,5304,475.662255546916,0.00249048460210001,0.00248900797655981,2124402,190629.49290123
6,1,prune,6,1004,89.1574328011654,6308,564.819688348082,0.00296191117459405,0.00295554396680049,2123398,190540.335468428
7,1,prune,7,1002,91.1397777192637,7310,655.959466067346,0.00343239865033014,0.00343245301535282,2122396,190449.195690709
8,1,prune,8,1006,90.4133020953529,8316,746.372768162698,0.00390476431958214,0.00390556061949453,2121390,190358.782388614
9,1,prune,9,1005,89.8542169864208,9321,836.226985149119,0.00437666044045516,0.00437574268712482,2120385,190268.928171627
10,1,prune,10,1003,88.4978663283376,10324,924.724851477457,0.00484761746457023,0.00483882734988935,2119382,190180.430305299
11,1,prune,11,1006,89.0787486285609,11330,1013.80360010602,0.00531998313382223,0.00530495160779062,2118376,190091.35155667
12,1,prune,12,1003,88.8578292526298,12333,1102.66142935865,0.00579094015793729,0.0057699198561863,2117373,190002.493727418
13,1,prune,13,1001,87.8791849865077,13334,1190.54061434516,0.0062609580852944,0.00622976713196708,2116372,189914.614542431
14,1,prune,14,1000,88.5264797055776,14334,1279.06709405073,0.00673050646427253,0.00669300152055777,2115372,189826.088062726
15,1,prune,15,1024,94.0798699288497,15358,1373.14696397958,0.00721132400434614,0.0071852952519941,2114348,189732.008192797
16,1,prune,16,1309,120.093103476203,16667,1493.24006745579,0.00782596283242851,0.00781370898252734,2113039,189611.915089321
17,1,prune,17,1005,91.6650179663116,17672,1584.9050854221,0.00829785895330154,0.00829336646686424,2112034,189520.250071354
18,1,prune,18,1004,91.9003660183935,18676,1676.80545144049,0.00876928552579558,0.00877425546194656,2111030,189428.349705336
19,1,prune,19,1003,91.2511593795816,19679,1768.05661082007,0.00924024254991065,0.00925174733967598,2110027,189337.098545956
