"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.24309 0.3760 0.3760
0.24319 0.3616 0.3616
0.24329 0.3156 0.3156
0.24339 0.3012 0.3012
0.24349 0.3095 0.3095
0.24358 0.3287 0.3287
0.24368 0.3317 0.3317
0.24378 0.2916 0.2916
0.24388 0.3329 0.3329
0.24398 0.3060 0.3060
0.24408 0.3587 0.3587
0.24418 0.2994 0.2994
0.24428 0.3665 0.3665
0.24438 0.3108 0.3108
0.24448 0.2766 0.2766
0.24458 0.3096 0.3096
0.24468 0.3509 0.3509
0.24478 0.3047 0.3047
0.24488 0.2766 0.2766
0.24498 0.3192 0.3192
0.24508 0.3389 0.3389
0.24518 0.2604 0.2604
0.24528 0.3102 0.3102
0.24538 0.3772 0.3772
0.24548 0.2796 0.2796
0.24558 0.2814 0.2814
0.24568 0.3000 0.3000
0.24577 0.2808 0.2808
0.24587 0.2802 0.2802
0.24597 0.3066 0.3066
0.24607 0.2952 0.2952
0.24617 0.3149 0.3149
0.24627 0.3886 0.3886
0.24637 0.4365 0.4365
0.24647 0.3766 0.3766
0.24657 0.4497 0.4497
0.24667 0.4725 0.4725
0.24677 0.4616 0.4616
0.24687 0.4611 0.4611
0.24697 0.3587 0.3587
0.24707 0.2976 0.2976
0.24717 0.3083 0.3083
0.24727 0.3329 0.3329
0.24737 0.3090 0.3090
0.24747 0.3113 0.3113
0.24757 0.3341 0.3341
0.24767 0.4323 0.4323
0.24777 0.4299 0.4299
0.24787 0.3497 0.3497
0.24796 0.2964 0.2964
0.24806 0.2964 0.2964
0.24816 0.4047 0.4047
0.24826 0.4102 0.4102
0.24836 0.4162 0.4162
0.24846 0.3047 0.3047
0.24856 0.3228 0.3228
0.24866 0.3539 0.3539
0.24876 0.3808 0.3808
0.24886 0.3377 0.3377
0.24896 0.2886 0.2886
0.24906 0.2856 0.2856
0.24916 0.2719 0.2719
0.24926 0.3850 0.3850
0.24936 0.3778 0.3778
0.24946 0.3137 0.3137
0.24956 0.3743 0.3743
0.24966 0.2886 0.2886
0.24976 0.3251 0.3251
0.24986 0.4521 0.4521
0.24996 0.3341 0.3341
0.25006 0.3317 0.3317
0.25015 0.2988 0.2988
0.25025 0.3628 0.3628
0.25035 0.3090 0.3090
0.25045 0.2826 0.2826
0.25055 0.3156 0.3156
0.25065 0.3102 0.3102
0.25075 0.3928 0.3928
0.25085 0.3162 0.3162
0.25095 0.3245 0.3245
0.25105 0.2832 0.2832
0.25115 0.3138 0.3138
0.25125 0.3353 0.3353
0.25135 0.4359 0.4359
0.25145 0.4371 0.4371
0.25155 0.4478 0.4478
0.25165 0.4838 0.4838
0.25175 0.4216 0.4216
0.25185 0.3186 0.3186
0.25195 0.3383 0.3383
0.25205 0.3120 0.3120
0.25215 0.3287 0.3287
0.25225 0.3005 0.3005
0.25234 0.4587 0.4587
0.25244 0.5198 0.5198
0.25254 0.3168 0.3168
0.25264 0.3766 0.3766
0.25274 0.3269 0.3269
0.25284 0.3246 0.3246
0.25294 0.4017 0.4017
0.25304 0.4012 0.4012
0.25314 0.3713 0.3713
0.25324 0.3473 0.3473
0.25334 0.3569 0.3569
0.25344 0.3371 0.3371
0.25354 0.3113 0.3113
0.25364 0.3293 0.3293
0.25374 0.3503 0.3503
0.25384 0.3102 0.3102
0.25394 0.3407 0.3407
0.25404 0.3647 0.3647
0.25414 0.4623 0.4623
0.25424 0.3490 0.3490
0.25434 0.3473 0.3473
0.25444 0.4533 0.4533
0.25453 0.4437 0.4437
0.25463 0.4563 0.4563
0.25473 0.4251 0.4251
0.25483 0.3729 0.3729
0.25493 0.3826 0.3826
0.25503 0.4246 0.4246
0.25513 0.4072 0.4072
0.25523 0.4090 0.4090
0.25533 0.3796 0.3796
0.25543 0.3431 0.3431
0.25553 0.3179 0.3179
0.25563 0.3090 0.3090
0.25573 0.3275 0.3275
0.25583 0.3132 0.3132
0.25593 0.3401 0.3401
0.25603 0.3198 0.3198
0.25613 0.3515 0.3515
0.25623 0.2957 0.2957
0.25633 0.3228 0.3228
0.25643 0.3257 0.3257
0.25653 0.4269 0.4269
0.25663 0.4802 0.4802
0.25672 0.4281 0.4281
0.25682 0.2784 0.2784
0.25692 0.2922 0.2922
0.25702 0.2796 0.2796
0.25712 0.3539 0.3539
0.25722 0.4078 0.4078
0.25732 0.3988 0.3988
0.25742 0.3449 0.3449
0.25752 0.2820 0.2820
0.25762 0.2946 0.2946
0.25772 0.3814 0.3814
0.25782 0.4018 0.4018
0.25792 0.3641 0.3641
0.25802 0.3323 0.3323
0.25812 0.3443 0.3443
0.25822 0.3137 0.3137
0.25832 0.3246 0.3246
0.25842 0.3904 0.3904
0.25852 0.3964 0.3964
0.25862 0.3084 0.3084
0.25872 0.5246 0.5246
0.25882 0.4292 0.4292
0.25891 0.2994 0.2994
0.25901 0.3120 0.3120
0.25911 0.3168 0.3168
0.25921 0.3886 0.3886
0.25931 0.3617 0.3617
0.25941 0.3886 0.3886
0.25951 0.3059 0.3059
0.25961 0.3090 0.3090
0.25971 0.2772 0.2772
0.25981 0.3832 0.3832
0.25991 0.3383 0.3383
0.26001 0.3210 0.3210
0.26011 0.3538 0.3538
0.26021 0.4587 0.4587
0.26031 0.4850 0.4850
0.26041 0.3251 0.3251
0.26051 0.3701 0.3701
0.26061 0.3347 0.3347
0.26071 0.3425 0.3425
0.26081 0.4059 0.4059
0.26091 0.3527 0.3527
0.26101 0.3383 0.3383
0.26110 0.4413 0.4413
0.26120 0.3491 0.3491
0.26130 0.3922 0.3922
0.26140 0.4156 0.4156
0.26150 0.3562 0.3562
0.26160 0.3743 0.3743
0.26170 0.3347 0.3347
0.26180 0.3383 0.3383
0.26190 0.2820 0.2820
0.26200 0.3216 0.3216
0.26210 0.4095 0.4095
0.26220 0.4611 0.4611
0.26230 0.3455 0.3455
0.26240 0.3317 0.3317
0.26250 0.3371 0.3371
0.26260 0.3707 0.3707
0.26270 0.3150 0.3150
0.26280 0.3334 0.3334
0.26290 0.3228 0.3228
0.26300 0.4443 0.4443
0.26310 0.3216 0.3216
0.26320 0.3156 0.3156
0.26329 0.3455 0.3455
0.26339 0.4084 0.4084
0.26349 0.3149 0.3149
0.26359 0.2928 0.2928
0.26369 0.3084 0.3084
0.26379 0.3431 0.3431
0.26389 0.3144 0.3144
0.26399 0.3287 0.3287
0.26409 0.3586 0.3586
0.26419 0.4731 0.4731
0.26429 0.3635 0.3635
0.26439 0.3707 0.3707
0.26449 0.4341 0.4341
0.26459 0.4461 0.4461
0.26469 0.3287 0.3287
0.26479 0.2879 0.2879
0.26489 0.2850 0.2850
0.26499 0.3868 0.3868
0.26509 0.4054 0.4054
0.26519 0.3395 0.3395
0.26529 0.3246 0.3246
0.26539 0.3688 0.3688
0.26548 0.3180 0.3180
0.26558 0.3293 0.3293
0.26568 0.2904 0.2904
0.26578 0.3593 0.3593
0.26588 0.3269 0.3269
0.26598 0.3323 0.3323
0.26608 0.3652 0.3652
0.26618 0.3707 0.3707
0.26628 0.3335 0.3335
0.26638 0.2982 0.2982
0.26648 0.2808 0.2808
0.26658 0.3581 0.3581
0.26668 0.3024 0.3024
0.26678 0.3203 0.3203
0.26688 0.3677 0.3677
0.26698 0.3401 0.3401
0.26708 0.2982 0.2982
0.26718 0.3778 0.3778
0.26728 0.3054 0.3054
0.26738 0.3394 0.3394
0.26748 0.3826 0.3826
0.26757 0.3275 0.3275
0.26767 0.4246 0.4246
0.26777 0.3743 0.3743
0.26787 0.3377 0.3377
0.26797 0.3641 0.3641
0.26807 0.3412 0.3412
0.26817 0.3491 0.3491
0.26827 0.3072 0.3072
0.26837 0.3485 0.3485
0.26847 0.3323 0.3323
0.26857 0.2832 0.2832
0.26867 0.3707 0.3707
0.26877 0.2796 0.2796
0.26887 0.4395 0.4395
0.26897 0.4437 0.4437
0.26907 0.3521 0.3521
0.26917 0.2886 0.2886
0.26927 0.3060 0.3060
0.26937 0.3873 0.3873
0.26947 0.3940 0.3940
0.26957 0.3162 0.3162
0.26967 0.3138 0.3138
0.26976 0.3922 0.3922
0.26986 0.4611 0.4611
0.26996 0.4623 0.4623
0.27006 0.3538 0.3538
0.27016 0.4287 0.4287
0.27026 0.5323 0.5323
0.27036 0.2982 0.2982
0.27046 0.4545 0.4545
0.27056 0.3743 0.3743
0.27066 0.3448 0.3448
0.27076 0.2976 0.2976
0.27086 0.3521 0.3521
0.27096 0.3024 0.3024
0.27106 0.3234 0.3234
0.27116 0.3808 0.3808
0.27126 0.4407 0.4407
0.27136 0.2808 0.2808
0.27146 0.2976 0.2976
0.27156 0.4281 0.4281
0.27166 0.5371 0.5371
0.27176 0.3760 0.3760
0.27186 0.3335 0.3335
0.27195 0.3485 0.3485
0.27205 0.2987 0.2987
0.27215 0.4946 0.4946
0.27225 0.5222 0.5222
0.27235 0.5347 0.5347
0.27245 0.3533 0.3533
0.27255 0.3407 0.3407
0.27265 0.3670 0.3670
0.27275 0.3425 0.3425
0.27285 0.4090 0.4090
0.27295 0.4443 0.4443
0.27305 0.3695 0.3695
0.27315 0.4737 0.4737
0.27325 0.4677 0.4677
0.27335 0.4675 0.4675
0.27345 0.4012 0.4012
0.27355 0.2880 0.2880
0.27365 0.3862 0.3862
0.27375 0.3641 0.3641
0.27385 0.3479 0.3479
0.27395 0.3216 0.3216
0.27405 0.2975 0.2975
0.27414 0.3796 0.3796
0.27424 0.4210 0.4210
0.27434 0.3886 0.3886
0.27444 0.4323 0.4323
0.27454 0.4311 0.4311
0.27464 0.4101 0.4101
0.27474 0.3677 0.3677
0.27484 0.3599 0.3599
0.27494 0.3042 0.3042
0.27504 0.3557 0.3557
0.27514 0.3994 0.3994
0.27524 0.3719 0.3719
0.27534 0.3298 0.3298
0.27544 0.3934 0.3934
0.27554 0.4826 0.4826
0.27564 0.3683 0.3683
0.27574 0.4048 0.4048
0.27584 0.3766 0.3766
0.27594 0.3041 0.3041
0.27604 0.3389 0.3389
0.27614 0.3455 0.3455
0.27624 0.4281 0.4281
0.27633 0.4048 0.4048
0.27643 0.3563 0.3563
0.27653 0.3862 0.3862
0.27663 0.4226 0.4226
0.27673 0.3389 0.3389
0.27683 0.3964 0.3964
0.27693 0.4892 0.4892
0.27703 0.5299 0.5299
0.27713 0.5407 0.5407
0.27723 0.3479 0.3479
0.27733 0.3101 0.3101
0.27743 0.3473 0.3473
0.27753 0.3719 0.3719
0.27763 0.3138 0.3138
0.27773 0.3766 0.3766
0.27783 0.3186 0.3186
0.27793 0.3460 0.3460
0.27803 0.5090 0.5090
0.27813 0.5275 0.5275
0.27823 0.4497 0.4497
0.27833 0.3383 0.3383
0.27843 0.3371 0.3371
0.27852 0.4599 0.4599
0.27862 0.3586 0.3586
0.27872 0.4311 0.4311
0.27882 0.4509 0.4509
0.27892 0.5162 0.5162
0.27902 0.4731 0.4731
0.27912 0.3521 0.3521
0.27922 0.3849 0.3849
0.27932 0.5820 0.5820
0.27942 0.4443 0.4443
0.27952 0.3647 0.3647
0.27962 0.4006 0.4006
0.27972 0.4443 0.4443
0.27982 0.5126 0.5126
0.27992 0.5094 0.5094
0.28002 0.4701 0.4701
0.28012 0.3102 0.3102
0.28022 0.3347 0.3347
0.28032 0.3299 0.3299
0.28042 0.3677 0.3677
0.28052 0.3383 0.3383
0.28062 0.3885 0.3885
0.28071 0.3641 0.3641
0.28081 0.4365 0.4365
0.28091 0.4533 0.4533
0.28101 0.3635 0.3635
0.28111 0.3036 0.3036
0.28121 0.3963 0.3963
0.28131 0.4287 0.4287
0.28141 0.4222 0.4222
0.28151 0.3784 0.3784
0.28161 0.3569 0.3569
0.28171 0.5557 0.5557
0.28181 0.5443 0.5443
0.28191 0.4723 0.4723
0.28201 0.5012 0.5012
0.28211 0.3335 0.3335
0.28221 0.3802 0.3802
0.28231 0.4371 0.4371
0.28241 0.4359 0.4359
0.28251 0.4671 0.4671
0.28261 0.4268 0.4268
0.28271 0.4317 0.4317
0.28281 0.4850 0.4850
0.28290 0.4305 0.4305
0.28300 0.3886 0.3886
0.28310 0.3982 0.3982
0.28320 0.3807 0.3807
0.28330 0.4048 0.4048
0.28340 0.5347 0.5347
0.28350 0.4287 0.4287
0.28360 0.4479 0.4479
0.28370 0.4329 0.4329
0.28380 0.3383 0.3383
0.28390 0.3406 0.3406
0.28400 0.3126 0.3126
0.28410 0.5371 0.5371
0.28420 0.5479 0.5479
0.28430 0.5359 0.5359
0.28440 0.3749 0.3749
0.28450 0.5292 0.5292
0.28460 0.4796 0.4796
0.28470 0.3587 0.3587
0.28480 0.4168 0.4168
0.28490 0.3683 0.3683
0.28500 0.3335 0.3335
0.28509 0.4419 0.4419
0.28519 0.3574 0.3574
0.28529 0.3359 0.3359
0.28539 0.3653 0.3653
0.28549 0.3455 0.3455
0.28559 0.3222 0.3222
0.28569 0.4689 0.4689
0.28579 0.4964 0.4964
0.28589 0.4729 0.4729
0.28599 0.5012 0.5012
0.28609 0.3377 0.3377
0.28619 0.3305 0.3305
0.28629 0.2958 0.2958
0.28639 0.3581 0.3581
0.28649 0.3514 0.3514
0.28659 0.4467 0.4467
0.28669 0.5796 0.5796
0.28679 0.5754 0.5754
0.28689 0.5952 0.5952
0.28699 0.6012 0.6012
0.28709 0.5886 0.5886
0.28719 0.5956 0.5956
0.28728 0.5275 0.5275
0.28738 0.3575 0.3575
0.28748 0.4539 0.4539
0.28758 0.4431 0.4431
0.28768 0.3988 0.3988
0.28778 0.4743 0.4743
0.28788 0.4376 0.4376
0.28798 0.4192 0.4192
0.28808 0.4234 0.4234
0.28818 0.4868 0.4868
0.28828 0.5180 0.5180
0.28838 0.4916 0.4916
0.28848 0.3580 0.3580
0.28858 0.3269 0.3269
0.28868 0.2934 0.2934
0.28878 0.3898 0.3898
0.28888 0.3162 0.3162
0.28898 0.6036 0.6036
0.28908 0.5737 0.5737
0.28918 0.5022 0.5022
0.28928 0.4665 0.4665
0.28938 0.4036 0.4036
0.28947 0.4928 0.4928
0.28957 0.4838 0.4838
0.28967 0.3665 0.3665
0.28977 0.3173 0.3173
0.28987 0.3527 0.3527
0.28997 0.3174 0.3174
0.29007 0.4581 0.4581
0.29017 0.5132 0.5132
0.29027 0.5144 0.5144
0.29037 0.4126 0.4126
0.29047 0.4358 0.4358
0.29057 0.3617 0.3617
0.29067 0.4713 0.4713
0.29077 0.4898 0.4898
0.29087 0.4174 0.4174
0.29097 0.5521 0.5521
0.29107 0.5820 0.5820
0.29117 0.5178 0.5178
0.29127 0.3880 0.3880
0.29137 0.3641 0.3641
0.29147 0.5443 0.5443
0.29157 0.5222 0.5222
0.29166 0.4545 0.4545
0.29176 0.3885 0.3885
0.29186 0.4401 0.4401
0.29196 0.3557 0.3557
0.29206 0.3958 0.3958
0.29216 0.5102 0.5102
0.29226 0.3970 0.3970
0.29236 0.3299 0.3299
0.29246 0.3939 0.3939
0.29256 0.3365 0.3365
0.29266 0.3766 0.3766
0.29276 0.4677 0.4677
0.29286 0.3347 0.3347
0.29296 0.3497 0.3497
0.29306 0.3754 0.3754
0.29316 0.3628 0.3628
0.29326 0.4240 0.4240
0.29336 0.3766 0.3766
0.29346 0.4299 0.4299
0.29356 0.4725 0.4725
0.29366 0.4144 0.4144
0.29376 0.3867 0.3867
0.29385 0.4102 0.4102
0.29395 0.4749 0.4749
0.29405 0.4479 0.4479
0.29415 0.3311 0.3311
0.29425 0.4988 0.4988
0.29435 0.3814 0.3814
0.29445 0.4520 0.4520
0.29455 0.4527 0.4527
0.29465 0.5826 0.5826
0.29475 0.6018 0.6018
0.29485 0.5814 0.5814
0.29495 0.4713 0.4713
0.29505 0.5573 0.5573
0.29515 0.5581 0.5581
0.29525 0.4269 0.4269
0.29535 0.4389 0.4389
0.29545 0.3838 0.3838
0.29555 0.5216 0.5216
0.29565 0.4982 0.4982
0.29575 0.4915 0.4915
0.29585 0.4581 0.4581
0.29595 0.4036 0.4036
0.29604 0.3701 0.3701
0.29614 0.4174 0.4174
0.29624 0.5287 0.5287
0.29634 0.5257 0.5257
0.29644 0.3059 0.3059
0.29654 0.3503 0.3503
0.29664 0.3575 0.3575
0.29674 0.3886 0.3886
0.29684 0.5275 0.5275
0.29694 0.5341 0.5341
0.29704 0.3747 0.3747
0.29714 0.3689 0.3689
0.29724 0.3353 0.3353
0.29734 0.3425 0.3425
0.29744 0.5335 0.5335
0.29754 0.4269 0.4269
0.29764 0.3545 0.3545
0.29774 0.4244 0.4244
0.29784 0.4000 0.4000
0.29794 0.3725 0.3725
0.29804 0.3449 0.3449
0.29814 0.4102 0.4102
0.29823 0.4084 0.4084
0.29833 0.4006 0.4006
0.29843 0.3765 0.3765
0.29853 0.3527 0.3527
0.29863 0.3695 0.3695
0.29873 0.3731 0.3731
0.29883 0.5210 0.5210
0.29893 0.4401 0.4401
0.29903 0.4286 0.4286
0.29913 0.4006 0.4006
0.29923 0.4030 0.4030
0.29933 0.3503 0.3503
0.29943 0.3251 0.3251
0.29953 0.5952 0.5952
0.29963 0.4389 0.4389
0.29973 0.3652 0.3652
0.29983 0.4150 0.4150
0.29993 0.3713 0.3713
0.30003 0.5228 0.5228
0.30013 0.6024 0.6024
0.30023 0.6084 0.6084
0.30033 0.5956 0.5956
0.30042 0.5946 0.5946
0.30052 0.5299 0.5299
0.30062 0.3850 0.3850
0.30072 0.3731 0.3731
0.30082 0.3605 0.3605
0.30092 0.3557 0.3557
0.30102 0.4735 0.4735
0.30112 0.3473 0.3473
0.30122 0.3647 0.3647
0.30132 0.3611 0.3611
0.30142 0.4503 0.4503
0.30152 0.4419 0.4419
0.30162 0.3617 0.3617
0.30172 0.4113 0.4113
0.30182 0.5443 0.5443
0.30192 0.5287 0.5287
0.30202 0.4695 0.4695
0.30212 0.4084 0.4084
0.30222 0.4036 0.4036
0.30232 0.4184 0.4184
0.30242 0.5778 0.5778
0.30252 0.5796 0.5796
0.30261 0.5497 0.5497
0.30271 0.4419 0.4419
0.30281 0.5090 0.5090
0.30291 0.5383 0.5383
0.30301 0.5028 0.5028
0.30311 0.5090 0.5090
0.30321 0.5192 0.5192
0.30331 0.4886 0.4886
0.30341 0.4599 0.4599
0.30351 0.4964 0.4964
0.30361 0.4754 0.4754
0.30371 0.4759 0.4759
0.30381 0.5180 0.5180
0.30391 0.4832 0.4832
0.30401 0.4671 0.4671
0.30411 0.5024 0.5024
0.30421 0.4593 0.4593
0.30431 0.5322 0.5322
0.30441 0.4246 0.4246
0.30451 0.3892 0.3892
0.30461 0.4671 0.4671
0.30470 0.3826 0.3826
0.30480 0.3246 0.3246
0.30490 0.3772 0.3772
0.30500 0.4573 0.4573
0.30510 0.5299 0.5299
0.30520 0.4934 0.4934
0.30530 0.4868 0.4868
0.30540 0.4737 0.4737
0.30550 0.5251 0.5251
0.30560 0.5430 0.5430
0.30570 0.5503 0.5503
0.30580 0.4880 0.4880
0.30590 0.4521 0.4521
0.30600 0.3970 0.3970
0.30610 0.4210 0.4210
0.30620 0.5641 0.5641
0.30630 0.5633 0.5633
0.30640 0.5826 0.5826
0.30650 0.6096 0.6096
0.30660 0.5880 0.5880
0.30670 0.5790 0.5790
0.30680 0.5443 0.5443
0.30689 0.4731 0.4731
0.30699 0.4550 0.4550
0.30709 0.3808 0.3808
0.30719 0.5437 0.5437
0.30729 0.5814 0.5814
0.30739 0.5665 0.5665
0.30749 0.3647 0.3647
0.30759 0.4148 0.4148
0.30769 0.4964 0.4964
0.30779 0.5102 0.5102
0.30789 0.4832 0.4832
0.30799 0.5371 0.5371
0.30809 0.5443 0.5443
0.30819 0.5222 0.5222
0.30829 0.4861 0.4861
0.30839 0.4802 0.4802
0.30849 0.5449 0.5449
0.30859 0.4898 0.4898
0.30869 0.6084 0.6084
0.30879 0.5970 0.5970
0.30889 0.4778 0.4778
0.30899 0.5082 0.5082
0.30908 0.4946 0.4946
0.30918 0.5144 0.5144
0.30928 0.5263 0.5263
0.30938 0.4958 0.4958
0.30948 0.5048 0.5048
0.30958 0.3598 0.3598
0.30968 0.3862 0.3862
0.30978 0.4509 0.4509
0.30988 0.5377 0.5377
0.30998 0.4066 0.4066
0.31008 0.4545 0.4545
0.31018 0.4952 0.4952
0.31028 0.4789 0.4789
0.31038 0.3641 0.3641
0.31048 0.3754 0.3754
0.31058 0.3647 0.3647
0.31068 0.3790 0.3790
0.31078 0.3976 0.3976
0.31088 0.4657 0.4657
0.31098 0.5120 0.5120
0.31108 0.4473 0.4473
0.31118 0.3760 0.3760
0.31127 0.4036 0.4036
0.31137 0.4168 0.4168
0.31147 0.3832 0.3832
0.31157 0.5256 0.5256
0.31167 0.3934 0.3934
0.31177 0.4335 0.4335
0.31187 0.5707 0.5707
0.31197 0.5743 0.5743
0.31207 0.5509 0.5509
0.31217 0.4994 0.4994
0.31227 0.3993 0.3993
0.31237 0.5587 0.5587
0.31247 0.5347 0.5347
0.31257 0.5341 0.5341
0.31267 0.4072 0.4072
0.31277 0.4419 0.4419
0.31287 0.5322 0.5322
0.31297 0.3377 0.3377
0.31307 0.4263 0.4263
0.31317 0.4012 0.4012
0.31327 0.3527 0.3527
0.31337 0.3701 0.3701
0.31346 0.4000 0.4000
0.31356 0.4065 0.4065
0.31366 0.3695 0.3695
0.31376 0.3856 0.3856
0.31386 0.4078 0.4078
0.31396 0.3569 0.3569
0.31406 0.3874 0.3874
0.31416 0.4371 0.4371
0.31426 0.5657 0.5657
0.31436 0.5904 0.5904
0.31446 0.5868 0.5868
0.31456 0.5737 0.5737
0.31466 0.4102 0.4102
0.31476 0.4665 0.4665
0.31486 0.5573 0.5573
0.31496 0.5162 0.5162
0.31506 0.4515 0.4515
0.31516 0.3485 0.3485
0.31526 0.3754 0.3754
0.31536 0.4371 0.4371
0.31546 0.5006 0.5006
0.31556 0.4567 0.4567
0.31565 0.4683 0.4683
0.31575 0.4353 0.4353
0.31585 0.4180 0.4180
0.31595 0.5108 0.5108
0.31605 0.5527 0.5527
0.31615 0.5519 0.5519
0.31625 0.5533 0.5533
0.31635 0.4599 0.4599
0.31645 0.4347 0.4347
0.31655 0.4485 0.4485
0.31665 0.5946 0.5946
0.31675 0.5240 0.5240
0.31685 0.3897 0.3897
0.31695 0.4826 0.4826
0.31705 0.5701 0.5701
0.31715 0.5539 0.5539
0.31725 0.5329 0.5329
0.31735 0.4144 0.4144
0.31745 0.4778 0.4778
0.31755 0.4783 0.4783
0.31765 0.4317 0.4317
0.31775 0.5826 0.5826
0.31784 0.5922 0.5922
0.31794 0.5521 0.5521
0.31804 0.3299 0.3299
0.31814 0.4723 0.4723
0.31824 0.6389 0.6389
0.31834 0.4437 0.4437
0.31844 0.4958 0.4958
0.31854 0.4982 0.4982
0.31864 0.5042 0.5042
0.31874 0.5054 0.5054
0.31884 0.5340 0.5340
0.31894 0.5725 0.5725
0.31904 0.5413 0.5413
0.31914 0.5353 0.5353
0.31924 0.4904 0.4904
0.31934 0.4377 0.4377
0.31944 0.5132 0.5132
0.31954 0.5489 0.5489
0.31964 0.5826 0.5826
0.31974 0.5910 0.5910
0.31984 0.5611 0.5611
0.31994 0.5814 0.5814
0.32003 0.5323 0.5323
0.32013 0.5477 0.5477
0.32023 0.5455 0.5455
0.32033 0.5479 0.5479
0.32043 0.4425 0.4425
0.32053 0.5491 0.5491
0.32063 0.4994 0.4994
0.32073 0.4210 0.4210
0.32083 0.5022 0.5022
0.32093 0.5599 0.5599
0.32103 0.5784 0.5784
0.32113 0.5126 0.5126
0.32123 0.2880 0.2880
0.32133 0.3623 0.3623
0.32143 0.4765 0.4765
0.32153 0.4054 0.4054
0.32163 0.3569 0.3569
0.32173 0.4503 0.4503
0.32183 0.3395 0.3395
0.32193 0.3796 0.3796
0.32203 0.3317 0.3317
0.32213 0.4035 0.4035
0.32222 0.5407 0.5407
0.32232 0.5551 0.5551
0.32242 0.5916 0.5916
0.32252 0.4108 0.4108
0.32262 0.2766 0.2766
0.32272 0.3389 0.3389
0.32282 0.4687 0.4687
0.32292 0.4934 0.4934
0.32302 0.5186 0.5186
0.32312 0.5162 0.5162
0.32322 0.5569 0.5569
0.32332 0.5455 0.5455
0.32342 0.5418 0.5418
0.32352 0.5467 0.5467
0.32362 0.5431 0.5431
0.32372 0.5281 0.5281
0.32382 0.5257 0.5257
0.32392 0.5491 0.5491
0.32402 0.3838 0.3838
0.32412 0.3532 0.3532
0.32422 0.4216 0.4216
0.32432 0.4737 0.4737
0.32441 0.4180 0.4180
0.32451 0.3461 0.3461
0.32461 0.4988 0.4988
0.32471 0.3509 0.3509
0.32481 0.3975 0.3975
0.32491 0.4353 0.4353
0.32501 0.4820 0.4820
0.32511 0.4904 0.4904
0.32521 0.4605 0.4605
0.32531 0.4760 0.4760
0.32541 0.5070 0.5070
0.32551 0.5000 0.5000
0.32561 0.5186 0.5186
0.32571 0.5102 0.5102
0.32581 0.4150 0.4150
0.32591 0.5832 0.5832
0.32601 0.5796 0.5796
0.32611 0.5040 0.5040
0.32621 0.3731 0.3731
0.32631 0.5287 0.5287
0.32641 0.5287 0.5287
0.32651 0.5335 0.5335
0.32660 0.5359 0.5359
0.32670 0.4292 0.4292
0.32680 0.3174 0.3174
0.32690 0.3251 0.3251
0.32700 0.3467 0.3467
0.32710 0.5006 0.5006
0.32720 0.5132 0.5132
0.32730 0.4359 0.4359
0.32740 0.4376 0.4376
0.32750 0.4000 0.4000
0.32760 0.5102 0.5102
0.32770 0.4275 0.4275
0.32780 0.5030 0.5030
0.32790 0.5778 0.5778
0.32800 0.5796 0.5796
0.32810 0.5310 0.5310
0.32820 0.5144 0.5144
0.32830 0.5551 0.5551
0.32840 0.5539 0.5539
0.32850 0.4198 0.4198
0.32860 0.3766 0.3766
0.32870 0.3574 0.3574
0.32879 0.4132 0.4132
0.32889 0.5677 0.5677
0.32899 0.5359 0.5359
0.32909 0.5737 0.5737
0.32919 0.3677 0.3677
0.32929 0.4617 0.4617
0.32939 0.4454 0.4454
0.32949 0.4222 0.4222
0.32959 0.3671 0.3671
0.32969 0.3437 0.3437
0.32979 0.3491 0.3491
0.32989 0.4305 0.4305
0.32999 0.5400 0.5400
0.33009 0.5485 0.5485
0.33019 0.4246 0.4246
0.33029 0.4635 0.4635
0.33039 0.5521 0.5521
0.33049 0.3198 0.3198
0.33059 0.3012 0.3012
0.33069 0.2963 0.2963
0.33079 0.3928 0.3928
0.33089 0.5341 0.5341
0.33098 0.5305 0.5305
0.33108 0.5629 0.5629
0.33118 0.5743 0.5743
0.33128 0.5395 0.5395
0.33138 0.5130 0.5130
0.33148 0.5012 0.5012
0.33158 0.5563 0.5563
0.33168 0.3856 0.3856
0.33178 0.3455 0.3455
0.33188 0.3473 0.3473
0.33198 0.3831 0.3831
0.33208 0.5180 0.5180
0.33218 0.5527 0.5527
0.33228 0.5120 0.5120
0.33238 0.5413 0.5413
0.33248 0.5060 0.5060
0.33258 0.5329 0.5329
0.33268 0.5435 0.5435
0.33278 0.5449 0.5449
0.33288 0.4527 0.4527
0.33298 0.5251 0.5251
0.33308 0.4132 0.4132
0.33317 0.4006 0.4006
0.33327 0.3593 0.3593
0.33337 0.4071 0.4071
0.33347 0.3042 0.3042
0.33357 0.4150 0.4150
0.33367 0.4665 0.4665
0.33377 0.3743 0.3743
0.33387 0.4281 0.4281
0.33397 0.4202 0.4202
0.33407 0.4431 0.4431
0.33417 0.3503 0.3503
0.33427 0.3263 0.3263
0.33437 0.2940 0.2940
0.33447 0.4066 0.4066
0.33457 0.5874 0.5874
0.33467 0.5711 0.5711
0.33477 0.4096 0.4096
0.33487 0.3299 0.3299
0.33497 0.5012 0.5012
0.33507 0.4186 0.4186
0.33517 0.4395 0.4395
0.33527 0.4735 0.4735
0.33536 0.4898 0.4898
0.33546 0.5018 0.5018
0.33556 0.4725 0.4725
0.33566 0.6533 0.6533
