"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.03335 0.0293 0.0293
0.03345 0.0293 0.0293
0.03355 0.0311 0.0311
0.03365 0.0293 0.0293
0.03375 0.0293 0.0293
0.03385 0.0305 0.0305
0.03394 0.0299 0.0299
0.03404 0.0293 0.0293
0.03414 0.0299 0.0299
0.03424 0.0305 0.0305
0.03434 0.0293 0.0293
0.03444 0.0293 0.0293
0.03454 0.0299 0.0299
0.03464 0.0299 0.0299
0.03474 0.0311 0.0311
0.03484 0.0293 0.0293
0.03494 0.0311 0.0311
0.03504 0.0311 0.0311
0.03514 0.0299 0.0299
0.03524 0.0317 0.0317
0.03534 0.0311 0.0311
0.03544 0.0323 0.0323
0.03554 0.0329 0.0329
0.03564 0.0323 0.0323
0.03574 0.0329 0.0329
0.03584 0.0323 0.0323
0.03594 0.0329 0.0329
0.03604 0.0323 0.0323
0.03613 0.0341 0.0341
0.03623 0.0347 0.0347
0.03633 0.0323 0.0323
0.03643 0.0359 0.0359
0.03653 0.0341 0.0341
0.03663 0.0341 0.0341
0.03673 0.0353 0.0353
0.03683 0.0353 0.0353
0.03693 0.0353 0.0353
0.03703 0.0347 0.0347
0.03713 0.0347 0.0347
0.03723 0.0353 0.0353
0.03733 0.0359 0.0359
0.03743 0.0359 0.0359
0.03753 0.0353 0.0353
0.03763 0.0359 0.0359
0.03773 0.0359 0.0359
0.03783 0.0371 0.0371
0.03793 0.0365 0.0365
0.03803 0.0359 0.0359
0.03813 0.0359 0.0359
0.03822 0.0365 0.0365
0.03832 0.0365 0.0365
0.03842 0.0359 0.0359
0.03852 0.0359 0.0359
0.03862 0.0359 0.0359
0.03872 0.0359 0.0359
0.03882 0.0365 0.0365
0.03892 0.0365 0.0365
0.03902 0.0359 0.0359
0.03912 0.0359 0.0359
0.03922 0.0359 0.0359
0.03932 0.0365 0.0365
0.03942 0.0353 0.0353
0.03952 0.0377 0.0377
0.03962 0.0359 0.0359
0.03972 0.0353 0.0353
0.03982 0.0359 0.0359
0.03992 0.0359 0.0359
0.04002 0.0371 0.0371
0.04012 0.0365 0.0365
0.04022 0.0359 0.0359
0.04032 0.0359 0.0359
0.04041 0.0359 0.0359
0.04051 0.0359 0.0359
0.04061 0.0371 0.0371
0.04071 0.0353 0.0353
0.04081 0.0365 0.0365
0.04091 0.0359 0.0359
0.04101 0.0359 0.0359
0.04111 0.0359 0.0359
0.04121 0.0365 0.0365
0.04131 0.0359 0.0359
0.04141 0.0365 0.0365
0.04151 0.0359 0.0359
0.04161 0.0377 0.0377
0.04171 0.0365 0.0365
0.04181 0.0383 0.0383
0.04191 0.0377 0.0377
0.04201 0.0371 0.0371
0.04211 0.0377 0.0377
0.04221 0.0389 0.0389
0.04231 0.0383 0.0383
0.04241 0.0383 0.0383
0.04251 0.0383 0.0383
0.04260 0.0383 0.0383
0.04270 0.0395 0.0395
0.04280 0.0371 0.0371
0.04290 0.0383 0.0383
0.04300 0.0383 0.0383
0.04310 0.0383 0.0383
0.04320 0.0395 0.0395
0.04330 0.0383 0.0383
0.04340 0.0383 0.0383
0.04350 0.0383 0.0383
0.04360 0.0383 0.0383
0.04370 0.0389 0.0389
0.04380 0.0383 0.0383
0.04390 0.0401 0.0401
0.04400 0.0395 0.0395
0.04410 0.0395 0.0395
0.04420 0.0389 0.0389
0.04430 0.0395 0.0395
0.04440 0.0407 0.0407
0.04450 0.0395 0.0395
0.04460 0.0401 0.0401
0.04470 0.0401 0.0401
0.04479 0.0401 0.0401
0.04489 0.0395 0.0395
0.04499 0.0401 0.0401
0.04509 0.0401 0.0401
0.04519 0.0395 0.0395
0.04529 0.0401 0.0401
0.04539 0.0401 0.0401
0.04549 0.0401 0.0401
0.04559 0.0395 0.0395
0.04569 0.0401 0.0401
0.04579 0.0401 0.0401
0.04589 0.0401 0.0401
0.04599 0.0395 0.0395
0.04609 0.0407 0.0407
0.04619 0.0407 0.0407
0.04629 0.0407 0.0407
0.04639 0.0425 0.0425
0.04649 0.0419 0.0419
0.04659 0.0413 0.0413
0.04669 0.0419 0.0419
0.04679 0.0437 0.0437
0.04689 0.0425 0.0425
0.04698 0.0425 0.0425
0.04708 0.0437 0.0437
0.04718 0.0425 0.0425
0.04728 0.0443 0.0443
0.04738 0.0431 0.0431
0.04748 0.0431 0.0431
0.04758 0.0443 0.0443
0.04768 0.0437 0.0437
0.04778 0.0443 0.0443
0.04788 0.0437 0.0437
0.04798 0.0431 0.0431
0.04808 0.0443 0.0443
0.04818 0.0449 0.0449
0.04828 0.0437 0.0437
0.04838 0.0467 0.0467
0.04848 0.0449 0.0449
0.04858 0.0455 0.0455
0.04868 0.0455 0.0455
0.04878 0.0461 0.0461
0.04888 0.0455 0.0455
0.04898 0.0455 0.0455
0.04908 0.0473 0.0473
0.04917 0.0455 0.0455
0.04927 0.0473 0.0473
0.04937 0.0461 0.0461
0.04947 0.0479 0.0479
0.04957 0.0461 0.0461
0.04967 0.0473 0.0473
0.04977 0.0473 0.0473
0.04987 0.0473 0.0473
0.04997 0.0485 0.0485
0.05007 0.0485 0.0485
0.05017 0.0485 0.0485
0.05027 0.0485 0.0485
0.05037 0.0491 0.0491
0.05047 0.0491 0.0491
0.05057 0.0497 0.0497
0.05067 0.0503 0.0503
0.05077 0.0497 0.0497
0.05087 0.0515 0.0515
0.05097 0.0497 0.0497
0.05107 0.0515 0.0515
0.05117 0.0509 0.0509
0.05127 0.0503 0.0503
0.05136 0.0503 0.0503
0.05146 0.0509 0.0509
0.05156 0.0497 0.0497
0.05166 0.0515 0.0515
0.05176 0.0485 0.0485
0.05186 0.0515 0.0515
0.05196 0.0497 0.0497
0.05206 0.0515 0.0515
0.05216 0.0497 0.0497
0.05226 0.0503 0.0503
0.05236 0.0509 0.0509
0.05246 0.0515 0.0515
0.05256 0.0509 0.0509
0.05266 0.0509 0.0509
0.05276 0.0521 0.0521
0.05286 0.0521 0.0521
0.05296 0.0515 0.0515
0.05306 0.0515 0.0515
0.05316 0.0521 0.0521
0.05326 0.0515 0.0515
0.05336 0.0509 0.0509
0.05346 0.0527 0.0527
0.05355 0.0509 0.0509
0.05365 0.0515 0.0515
0.05375 0.0521 0.0521
0.05385 0.0515 0.0515
0.05395 0.0515 0.0515
0.05405 0.0515 0.0515
0.05415 0.0515 0.0515
0.05425 0.0521 0.0521
0.05435 0.0503 0.0503
0.05445 0.0521 0.0521
0.05455 0.0521 0.0521
0.05465 0.0515 0.0515
0.05475 0.0515 0.0515
0.05485 0.0515 0.0515
0.05495 0.0515 0.0515
0.05505 0.0521 0.0521
0.05515 0.0509 0.0509
0.05525 0.0515 0.0515
0.05535 0.0521 0.0521
0.05545 0.0527 0.0527
0.05555 0.0533 0.0533
0.05565 0.0533 0.0533
0.05574 0.0539 0.0539
0.05584 0.0539 0.0539
0.05594 0.0545 0.0545
0.05604 0.0545 0.0545
0.05614 0.0545 0.0545
0.05624 0.0539 0.0539
0.05634 0.0533 0.0533
0.05644 0.0545 0.0545
0.05654 0.0539 0.0539
0.05664 0.0539 0.0539
0.05674 0.0545 0.0545
0.05684 0.0527 0.0527
0.05694 0.0557 0.0557
0.05704 0.0539 0.0539
0.05714 0.0539 0.0539
0.05724 0.0539 0.0539
0.05734 0.0539 0.0539
0.05744 0.0533 0.0533
0.05754 0.0539 0.0539
0.05764 0.0539 0.0539
0.05774 0.0545 0.0545
0.05784 0.0539 0.0539
0.05793 0.0539 0.0539
0.05803 0.0539 0.0539
0.05813 0.0545 0.0545
0.05823 0.0539 0.0539
0.05833 0.0539 0.0539
0.05843 0.0539 0.0539
0.05853 0.0539 0.0539
0.05863 0.0545 0.0545
0.05873 0.0539 0.0539
0.05883 0.0539 0.0539
0.05893 0.0545 0.0545
0.05903 0.0539 0.0539
0.05913 0.0539 0.0539
0.05923 0.0539 0.0539
0.05933 0.0533 0.0533
0.05943 0.0551 0.0551
0.05953 0.0539 0.0539
0.05963 0.0533 0.0533
0.05973 0.0539 0.0539
0.05983 0.0551 0.0551
0.05993 0.0527 0.0527
0.06003 0.0545 0.0545
0.06012 0.0539 0.0539
0.06022 0.0539 0.0539
0.06032 0.0539 0.0539
0.06042 0.0545 0.0545
0.06052 0.0539 0.0539
0.06062 0.0545 0.0545
0.06072 0.0539 0.0539
0.06082 0.0539 0.0539
0.06092 0.0539 0.0539
0.06102 0.0539 0.0539
0.06112 0.0539 0.0539
0.06122 0.0533 0.0533
0.06132 0.0539 0.0539
0.06142 0.0551 0.0551
0.06152 0.0533 0.0533
0.06162 0.0551 0.0551
0.06172 0.0539 0.0539
0.06182 0.0533 0.0533
0.06192 0.0557 0.0557
0.06202 0.0545 0.0545
0.06212 0.0557 0.0557
0.06222 0.0545 0.0545
0.06231 0.0557 0.0557
0.06241 0.0551 0.0551
0.06251 0.0539 0.0539
0.06261 0.0557 0.0557
0.06271 0.0551 0.0551
0.06281 0.0563 0.0563
0.06291 0.0557 0.0557
0.06301 0.0557 0.0557
0.06311 0.0557 0.0557
0.06321 0.0557 0.0557
0.06331 0.0569 0.0569
0.06341 0.0557 0.0557
0.06351 0.0563 0.0563
0.06361 0.0563 0.0563
0.06371 0.0569 0.0569
0.06381 0.0575 0.0575
0.06391 0.0587 0.0587
0.06401 0.0569 0.0569
0.06411 0.0569 0.0569
0.06421 0.0587 0.0587
0.06431 0.0581 0.0581
0.06441 0.0581 0.0581
0.06450 0.0569 0.0569
0.06460 0.0569 0.0569
0.06470 0.0587 0.0587
0.06480 0.0581 0.0581
0.06490 0.0587 0.0587
0.06500 0.0587 0.0587
0.06510 0.0593 0.0593
0.06520 0.0593 0.0593
0.06530 0.0593 0.0593
0.06540 0.0593 0.0593
0.06550 0.0605 0.0605
0.06560 0.0605 0.0605
0.06570 0.0593 0.0593
0.06580 0.0605 0.0605
0.06590 0.0611 0.0611
0.06600 0.0605 0.0605
0.06610 0.0617 0.0617
0.06620 0.0623 0.0623
0.06630 0.0617 0.0617
0.06640 0.0623 0.0623
0.06650 0.0629 0.0629
0.06660 0.0629 0.0629
0.06669 0.0623 0.0623
0.06679 0.0647 0.0647
0.06689 0.0629 0.0629
0.06699 0.0635 0.0635
0.06709 0.0635 0.0635
0.06719 0.0629 0.0629
0.06729 0.0635 0.0635
0.06739 0.0641 0.0641
0.06749 0.0635 0.0635
0.06759 0.0635 0.0635
0.06769 0.0647 0.0647
0.06779 0.0635 0.0635
0.06789 0.0641 0.0641
0.06799 0.0641 0.0641
0.06809 0.0635 0.0635
0.06819 0.0635 0.0635
0.06829 0.0635 0.0635
0.06839 0.0635 0.0635
0.06849 0.0647 0.0647
0.06859 0.0647 0.0647
0.06869 0.0635 0.0635
0.06879 0.0641 0.0641
0.06888 0.0647 0.0647
0.06898 0.0635 0.0635
0.06908 0.0635 0.0635
0.06918 0.0641 0.0641
0.06928 0.0641 0.0641
0.06938 0.0647 0.0647
0.06948 0.0635 0.0635
0.06958 0.0635 0.0635
0.06968 0.0653 0.0653
0.06978 0.0653 0.0653
0.06988 0.0653 0.0653
0.06998 0.0653 0.0653
0.07008 0.0653 0.0653
0.07018 0.0635 0.0635
0.07028 0.0653 0.0653
0.07038 0.0647 0.0647
0.07048 0.0641 0.0641
0.07058 0.0647 0.0647
0.07068 0.0641 0.0641
0.07078 0.0647 0.0647
0.07088 0.0641 0.0641
0.07098 0.0671 0.0671
0.07107 0.0659 0.0659
0.07117 0.0653 0.0653
0.07127 0.0665 0.0665
0.07137 0.0665 0.0665
0.07147 0.0665 0.0665
0.07157 0.0659 0.0659
0.07167 0.0671 0.0671
0.07177 0.0683 0.0683
0.07187 0.0677 0.0677
0.07197 0.0677 0.0677
0.07207 0.0683 0.0683
0.07217 0.0689 0.0689
0.07227 0.0683 0.0683
0.07237 0.0683 0.0683
0.07247 0.0695 0.0695
0.07257 0.0695 0.0695
0.07267 0.0683 0.0683
0.07277 0.0689 0.0689
0.07287 0.0683 0.0683
0.07297 0.0683 0.0683
0.07307 0.0689 0.0689
0.07317 0.0683 0.0683
0.07326 0.0689 0.0689
0.07336 0.0701 0.0701
0.07346 0.0701 0.0701
0.07356 0.0701 0.0701
0.07366 0.0683 0.0683
0.07376 0.0701 0.0701
0.07386 0.0707 0.0707
0.07396 0.0713 0.0713
0.07406 0.0701 0.0701
0.07416 0.0719 0.0719
0.07426 0.0736 0.0736
0.07436 0.0719 0.0719
0.07446 0.0719 0.0719
0.07456 0.0701 0.0701
0.07466 0.0701 0.0701
0.07476 0.0701 0.0701
0.07486 0.0719 0.0719
0.07496 0.0730 0.0730
0.07506 0.0719 0.0719
0.07516 0.0701 0.0701
0.07526 0.0719 0.0719
0.07536 0.0719 0.0719
0.07545 0.0730 0.0730
0.07555 0.0743 0.0743
0.07565 0.0724 0.0724
0.07575 0.0742 0.0742
0.07585 0.0754 0.0754
0.07595 0.0730 0.0730
0.07605 0.0737 0.0737
0.07615 0.0730 0.0730
0.07625 0.0736 0.0736
0.07635 0.0731 0.0731
0.07645 0.0736 0.0736
0.07655 0.0737 0.0737
0.07665 0.0730 0.0730
0.07675 0.0736 0.0736
0.07685 0.0731 0.0731
0.07695 0.0736 0.0736
0.07705 0.0731 0.0731
0.07715 0.0736 0.0736
0.07725 0.0748 0.0748
0.07735 0.0737 0.0737
0.07745 0.0719 0.0719
0.07754 0.0713 0.0713
0.07764 0.0736 0.0736
0.07774 0.0724 0.0724
0.07784 0.0725 0.0725
0.07794 0.0736 0.0736
0.07804 0.0731 0.0731
0.07814 0.0754 0.0754
0.07824 0.0719 0.0719
0.07834 0.0731 0.0731
0.07844 0.0736 0.0736
0.07854 0.0725 0.0725
0.07864 0.0724 0.0724
0.07874 0.0719 0.0719
0.07884 0.0725 0.0725
0.07894 0.0719 0.0719
0.07904 0.0730 0.0730
0.07914 0.0737 0.0737
0.07924 0.0719 0.0719
0.07934 0.0731 0.0731
0.07944 0.0736 0.0736
0.07954 0.0748 0.0748
0.07964 0.0719 0.0719
0.07973 0.0724 0.0724
0.07983 0.0725 0.0725
0.07993 0.0719 0.0719
0.08003 0.0736 0.0736
0.08013 0.0719 0.0719
0.08023 0.0724 0.0724
0.08033 0.0731 0.0731
0.08043 0.0730 0.0730
0.08053 0.0724 0.0724
0.08063 0.0725 0.0725
0.08073 0.0730 0.0730
0.08083 0.0737 0.0737
0.08093 0.0748 0.0748
0.08103 0.0754 0.0754
0.08113 0.0749 0.0749
0.08123 0.0754 0.0754
0.08133 0.0754 0.0754
0.08143 0.0748 0.0748
0.08153 0.0760 0.0760
0.08163 0.0749 0.0749
0.08173 0.0748 0.0748
0.08183 0.0766 0.0766
0.08192 0.0754 0.0754
0.08202 0.0748 0.0748
0.08212 0.0749 0.0749
0.08222 0.0748 0.0748
0.08232 0.0760 0.0760
0.08242 0.0748 0.0748
0.08252 0.0754 0.0754
0.08262 0.0749 0.0749
0.08272 0.0754 0.0754
0.08282 0.0760 0.0760
0.08292 0.0748 0.0748
0.08302 0.0754 0.0754
0.08312 0.0749 0.0749
0.08322 0.0748 0.0748
0.08332 0.0760 0.0760
0.08342 0.0748 0.0748
0.08352 0.0748 0.0748
0.08362 0.0760 0.0760
0.08372 0.0748 0.0748
0.08382 0.0760 0.0760
0.08392 0.0749 0.0749
0.08402 0.0748 0.0748
0.08411 0.0754 0.0754
0.08421 0.0754 0.0754
0.08431 0.0754 0.0754
0.08441 0.0749 0.0749
0.08451 0.0748 0.0748
0.08461 0.0760 0.0760
0.08471 0.0719 0.0719
0.08481 0.0742 0.0742
0.08491 0.0731 0.0731
0.08501 0.0724 0.0724
0.08511 0.0743 0.0743
0.08521 0.0736 0.0736
0.08531 0.0724 0.0724
0.08541 0.0743 0.0743
0.08551 0.0730 0.0730
0.08561 0.0754 0.0754
0.08571 0.0754 0.0754
0.08581 0.0742 0.0742
0.08591 0.0731 0.0731
0.08601 0.0748 0.0748
0.08611 0.0784 0.0784
0.08621 0.0790 0.0790
0.08630 0.0790 0.0790
0.08640 0.0778 0.0778
0.08650 0.0754 0.0754
0.08660 0.0749 0.0749
0.08670 0.0736 0.0736
0.08680 0.0748 0.0748
0.08690 0.0766 0.0766
0.08700 0.0808 0.0808
0.08710 0.0796 0.0796
0.08720 0.0784 0.0784
0.08730 0.0790 0.0790
0.08740 0.0754 0.0754
0.08750 0.0802 0.0802
0.08760 0.0772 0.0772
0.08770 0.0760 0.0760
0.08780 0.0772 0.0772
0.08790 0.0790 0.0790
0.08800 0.0760 0.0760
0.08810 0.0814 0.0814
0.08820 0.0826 0.0826
0.08830 0.0832 0.0832
0.08840 0.0814 0.0814
0.08849 0.0820 0.0820
0.08859 0.0826 0.0826
0.08869 0.0814 0.0814
0.08879 0.0826 0.0826
0.08889 0.0820 0.0820
0.08899 0.0814 0.0814
0.08909 0.0814 0.0814
0.08919 0.0832 0.0832
0.08929 0.0814 0.0814
0.08939 0.0826 0.0826
0.08949 0.0808 0.0808
0.08959 0.0820 0.0820
0.08969 0.0826 0.0826
0.08979 0.0814 0.0814
0.08989 0.0826 0.0826
0.08999 0.0820 0.0820
0.09009 0.0814 0.0814
0.09019 0.0814 0.0814
0.09029 0.0826 0.0826
0.09039 0.0808 0.0808
0.09049 0.0814 0.0814
0.09059 0.0826 0.0826
0.09068 0.0820 0.0820
0.09078 0.0808 0.0808
0.09088 0.0790 0.0790
0.09098 0.0814 0.0814
0.09108 0.0826 0.0826
0.09118 0.0838 0.0838
0.09128 0.0820 0.0820
0.09138 0.0832 0.0832
0.09148 0.0826 0.0826
0.09158 0.0820 0.0820
0.09168 0.0832 0.0832
0.09178 0.0832 0.0832
0.09188 0.0814 0.0814
0.09198 0.0832 0.0832
0.09208 0.0802 0.0802
0.09218 0.0832 0.0832
0.09228 0.0826 0.0826
0.09238 0.0832 0.0832
