alpha,beta_logM,residual_sd
0.3264874999297044,-0.1836922147659655,0.30567882374063116
0.2720662671480043,-0.18389523934930066,0.2962645161194006
0.2705967976778638,-0.1699287702338517,0.3022936952401758
0.259854506943204,-0.1699773262725674,0.28313692977918636
0.15851619711666784,-0.1468538183449234,0.2609890579885266
0.2402536637160143,-0.17248016128697125,0.2781621961442081
0.3248111113429966,-0.18074930557050764,0.2619330332897288
0.23582418073577058,-0.16553737806973406,0.33383558334119134
0.25700475890301555,-0.16854087087260383,0.27918341311999173
0.2196177747619017,-0.15678007590196547,0.2960408597481715
0.3372120618388578,-0.1890341300661393,0.2828667540609681
0.19556017142077328,-0.17252712453493166,0.3043418842197195
0.24960012318519267,-0.16251192620149096,0.2895072477055534
0.28077951054423395,-0.17981612536948635,0.2685647629400751
0.2075828618089598,-0.14886398983104837,0.2951691665948376
0.2966350895469291,-0.1820383676332057,0.25291509233445786
0.30604985047237016,-0.19220247223858886,0.28092032947897416
0.19293092256257882,-0.15296558341189406,0.27080562964397803
0.2456848351532691,-0.1646053629737562,0.26350024867786576
0.15196614410965692,-0.1512852571159435,0.3020895160230596
0.3086631420536141,-0.1981090407395733,0.2842278768676329
0.2393588746061766,-0.16908145973662572,0.27202155359256147
0.2273635044033247,-0.16627475174609843,0.28630470762939586
0.16297576423934004,-0.15353999189515383,0.31933735062928204
0.22927366133251864,-0.15292703524667095,0.2804942124092659
0.26855209878927144,-0.17636737409425735,0.3208343248617357
0.21969742366101294,-0.15921799024298422,0.3013094981526023
0.20559628543507635,-0.157962701956097,0.3110405759765006
0.22342056222426063,-0.1652124762807373,0.2871508603665775
0.2945446022306541,-0.18778125180329813,0.30330113974185724
0.2872426214043775,-0.17786855212605296,0.26625181595987885
0.26275057073204416,-0.16516039822406814,0.29996870005964293
0.2667361192269582,-0.18172332712375322,0.25714395958698244
0.2289549606584005,-0.16198664990607511,0.29719444256841493
0.3173258268380179,-0.19118101227902867,0.31241636206334744
0.224156316900703,-0.1564240889210262,0.28500961371328204
0.22352456882226418,-0.15444507859991163,0.31187690034618937
0.2911346139198721,-0.1832513911117166,0.299606173777082
0.23885762542811723,-0.1586398501531025,0.286618850477921
0.2718990993057722,-0.1816888195508063,0.2807862580883197
0.2793259739284287,-0.1797746586042632,0.3203523597497981
0.24318832066951435,-0.17121560744826217,0.26646016926014815
0.2163942888072379,-0.1529643963401494,0.3045168432846455
0.1941805262291394,-0.14976883315356923,0.3099073791713508
0.13390954946959935,-0.15062798234398872,0.29578849705029286
0.17318475830340532,-0.1535473503647629,0.27338834373290727
0.16407978308105453,-0.1491575552868342,0.3239845890199851
0.30496002092988495,-0.17749437634693066,0.3064895830839185
0.2182953853774806,-0.15651345998542668,0.30868460400026104
0.2132572188744451,-0.15340308931725027,0.3049664612106345
0.26157986799927446,-0.1831479169487446,0.2765337182795153
0.24493360645410175,-0.1715740313788042,0.296739584199409
0.3170014996688574,-0.1887984618915405,0.2793860743181648
0.21126908523245588,-0.1590319344958861,0.35036813340673734
0.24612665702768455,-0.1589162925020774,0.2937591930468631
0.26577094989044575,-0.16980242066663276,0.3091107814067777
0.2587420680111993,-0.17302249262836497,0.2624790939596467
0.35732769675762294,-0.19564744540829723,0.3123189035531907
0.2603183976498291,-0.16825141212379535,0.2910961648092862
0.1919313285445396,-0.16056950635664727,0.2743927814648635
