GenLength
1.4239326
1.572335298869218
1.7362045732151603
1.9171523543490485
2.116958569565186
2.337588650734613
2.5812128676498456
2.8502276762968206
3.147279292050395
3.475289719675608
3.837485496183786
4.237429429278059
4.679055643589548
5.166708279443194
5.705184224821017
6.299780300863891
6.956345365060986
7.681337844649856
8.481889266165384
9.365874406058095
10.341988752431762
11.419834039867398
12.610012698713252
13.924232147909203
15.37541995724179
16.977851011845303
18.747287929826765
20.701136114259505
22.858614964743825
25.2409469326897
27.871566280000003
