alpha,beta_logGenLength,beta_diet_VertFishScav,residual_sd
-0.0984214829595618,-0.5268275576156058,0.15965710086152687,0.28422278090299796
-0.11145574132222491,-0.5171795846625649,0.14117316779953923,0.2925098714788633
-0.17558862527291808,-0.46060611937233614,0.27506617396162797,0.29223743495699595
-0.17587196678916284,-0.46764191174931946,0.2553323598884174,0.27910985095774654
-0.17360789929938386,-0.42331153917153713,0.22496474718769832,0.28233732489068974
-0.08037826093256023,-0.600007004147978,0.2039204452702706,0.29336476155109115
-0.1329293669995424,-0.5122297617768634,0.17413910915878555,0.30913235646166687
-0.10688915110836275,-0.4848074133501517,0.29686795775869934,0.32185044044303224
-0.12211354063850512,-0.5606724963030935,0.25906878531739835,0.2888559049640952
-0.12012609270782118,-0.5518397986253157,0.2312973757651572,0.2700659433483115
-0.10028638546207244,-0.53311283425133,0.2170181001594873,0.29180856539257677
-0.07254586469231822,-0.6032113593137369,0.23810408248356926,0.2712214066001285
-0.019243904773955996,-0.6788184061180973,0.14235096776184564,0.2929307793918723
-0.114695904944248,-0.5503573549743154,0.19878830986194362,0.2876624630781005
-0.024230580001592075,-0.644102921341492,0.2524903741595029,0.28168903874931156
-0.0625760422288984,-0.5906762495895609,0.2937724717428276,0.265068820739813
-0.1014821068157474,-0.5770473107556312,0.2805551718685588,0.2869087874109549
-0.17485492364147043,-0.4291507834400749,0.17943305378041427,0.2726697505153997
-0.03389287936206236,-0.6829737917402997,0.321186009396904,0.25758371006374325
3.64248174659465e-4,-0.7502240192525627,0.20808531823026896,0.27934512734497796
-0.04301590590580906,-0.6636601403643907,0.23934570228510418,0.2752956669906721
-0.1668157793855978,-0.4225516125784064,0.12115390547049244,0.2763030296729477
-0.1253679177335855,-0.5256022402181766,0.12519413788205702,0.2914442352837167
-0.046503310170488386,-0.6533491374560357,0.2863901451060321,0.2900290116720471
-0.15400817579925363,-0.4393376690253603,0.20061366140815456,0.26370611524000453
-0.058726070018927504,-0.678044703353191,0.2825178441621359,0.272236846622283
-0.13136767020193613,-0.5316518723096835,0.18749117756020856,0.2762625720151113
-0.04215898988859983,-0.6941961100695684,0.2881439153185617,0.279350227098458
-0.086703940240817845,-0.6387796069311541,0.34106304099968876,0.26541266827751536
-0.12220857898412835,-0.5838719535759707,0.22810569911868045,0.27489241136440595
-0.1654665528275068,-0.4854894718825309,0.2251999386689723,0.28462720933486513
-0.052933339826795545,-0.6592344856727101,0.2674234444815119,0.274512500343307
-0.16147833740494716,-0.4290327323062541,0.22703634866243724,0.25694746046909483
-0.11257349467649784,-0.5075642853675282,0.15236334962406908,0.2934326650599197
-0.03986107337303605,-0.6558414601639719,0.21187257361020925,0.27065560626928725
-0.09166424354714967,-0.4960712049460439,0.1592922754457085,0.2827102138155853
-0.03040690766635819,-0.6904622449185059,0.3801328041952756,0.28882877195442075
0.003392929097463651,-0.7881339984002185,0.3082184953073918,0.2938506176523761
0.044745849690946235,-0.7926407036792783,0.18471973935261848,0.27006399551124016
0.030750189661708567,-0.8013122784714788,0.26666181417220186,0.28121083926836116
-0.10298234442733661,-0.5107118198719983,0.1401770171086405,0.28719238722363727
-0.1638215762779486,-0.4729780465019124,0.2401009366506674,0.29476560802992097
-0.04406737414561023,-0.6300400522811205,0.22790609405774542,0.26757754327534733
-0.05262324835168887,-0.6379500943051566,0.22682075151447853,0.27128876203410424
-0.030143615479723447,-0.6851596303805235,0.25018113320338486,0.2804978576948429
-0.04156211202153097,-0.6647615432784486,0.17809366249947733,0.2820154153292913
-0.09778199617396542,-0.5446663598861389,0.20232646384176695,0.2755965446790579
-0.03073411007373495,-0.7439725771418382,0.34215818898714706,0.2692538976091391
-0.14739745314111743,-0.46104115564196435,0.12104717252287574,0.2789717167029324
-0.07023063857540511,-0.6689618578183109,0.20855677647701165,0.3110052517776508
-0.15641104715149448,-0.41023086346379956,0.141013908006168,0.27420085836622543
-0.13929877188674805,-0.4517892421377404,0.04111543949982617,0.2818433554093986
-0.006435583920249625,-0.7199180078729973,0.27849578270956665,0.2792379276225446
-0.07150849543333532,-0.636036904816236,0.21635258035361543,0.3015729014208938
-0.11309858966802709,-0.5233647837595645,0.13604313443318664,0.28848154604610526
-0.16611055569314084,-0.43516588220041164,0.0908346441393084,0.2728343841528872
-0.0793445063004089,-0.48614161052642585,0.15682390060711507,0.27560898931710953
-0.13823091584832625,-0.5041641624245925,0.19247087108323524,0.28078030888040106
-0.11620561535789757,-0.5288322058977826,0.27481345352920133,0.2897498568385135
-0.08921688999487093,-0.602473653464793,0.28415063718164973,0.2641895957126276
-0.0035609979639122415,-0.6621975690502678,0.15848053346706817,0.29768754418124577
-0.026164502175285338,-0.6624987352001501,0.21361231537707437,0.2796902973444071
-0.09543344820757653,-0.5148173404940583,0.21027037619478492,0.2796279272842665
-0.05090801341793858,-0.6420695183629814,0.17486595171240998,0.2869966104485174
