removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
1,1,prune,1,1000,88.7596915072821,1000,88.7596915072821,0.000469548378978131,0.000464454720933439,2128706,191016.395465269
2,1,prune,2,1000,88.8912117434452,2000,177.650903250727,0.000939096757956263,0.000929597650597066,2127706,190927.504253526
3,1,prune,3,1000,88.3147449293906,3000,265.965648180118,0.00140864513693439,0.0013917240901321,2126706,190839.189508596
4,1,prune,4,1004,91.2521850838207,4004,357.217833263939,0.00188007170942844,0.00186922133508585,2125702,190747.937323513
5,1,prune,5,1306,118.996983745841,5310,476.21481700978,0.00249330189237388,0.00249189937665004,2124396,190628.940339767
6,1,prune,6,1000,89.3200397212116,6310,565.534856730991,0.00296285027135201,0.00295928624357122,2123396,190539.620300045
7,1,prune,7,1004,90.9767243329134,7314,656.511581063905,0.00343427684384605,0.00343534207920934,2122392,190448.643575713
8,1,prune,8,1003,90.2564068394635,8317,746.767987903368,0.00390523386796112,0.00390762869421677,2121389,190358.387168873
9,1,prune,9,1012,90.1251308885366,9329,836.893118791905,0.00438041682748699,0.00437922837877055,2120377,190268.262037985
10,1,prune,10,1001,88.7028918896182,10330,925.596010681523,0.0048504347548441,0.00484338588313954,2119376,190179.559146095
11,1,prune,11,1006,88.7581818243906,11336,1014.35419250591,0.0053228004240961,0.00530783270432328,2118370,190090.800964271
12,1,prune,12,1001,88.8134797488385,12337,1103.16767225475,0.00579281835145321,0.00577256888412952,2117369,190001.987484522
13,1,prune,13,1003,88.0473989493606,13340,1191.21507120411,0.00626377537556827,0.00623329637668266,2116366,189913.940085572
14,1,prune,14,1005,89.6537172442372,14345,1280.86878844835,0.00673567149644129,0.0067024292850581,2115361,189824.286368328
15,1,prune,15,1005,90.2527296797988,15350,1371.12151812815,0.00720756761731432,0.00717469665851413,2114356,189734.033638648
16,1,prune,16,1004,91.6989000419131,16354,1462.82041817006,0.00767899418980836,0.00765453143830689,2113352,189642.334738606
17,1,prune,17,1014,92.5310163314563,17368,1555.35143450152,0.00815511624609218,0.00813872045066266,2112338,189549.803722275
18,1,prune,18,1005,91.4195629819707,18373,1646.77099748349,0.00862701236696521,0.00861709353749527,2111333,189458.384159293
19,1,prune,19,1005,90.102540827713,19378,1736.8735383112,0.00909890848783823,0.00908857501455849,2110328,189368.281618465
20,1,prune,20,1004,90.333821116793,20382,1827.20735942799,0.00957033506033227,0.00956126671689737,2109324,189277.947797348
