removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
43,1,prune,43,1000,87.611575363476,43413,3894.76570709231,0.0203845037765776,0.0203802231493817,2086293,187210.389449684
44,1,prune,44,1000,88.2197794883836,44413,3982.98548658069,0.0208540521555557,0.0208418526612387,2085293,187122.169670196
45,1,prune,45,1000,89.7500001142234,45413,4072.73548669492,0.0213236005345339,0.0213114893910307,2084293,187032.419670082
46,1,prune,46,1003,91.3040408717871,46416,4164.0395275667,0.0217945575586489,0.0217892579828663,2083290,186941.11562921
47,1,prune,47,1005,92.1336752028591,47421,4256.17320276956,0.022266453679522,0.0222713678198683,2082285,186848.981954007
48,1,prune,48,1004,91.4987646292658,48425,4347.67196739883,0.022737880252016,0.0227501553468411,2081281,186757.483189378
49,1,prune,49,1008,91.0941266511619,49433,4438.76609404999,0.023211185018026,0.0232268255160808,2080273,186666.389062726
50,1,prune,50,1005,89.5533602740679,50438,4528.31945432406,0.023683081138899,0.0236954332844092,2079268,186576.835702452
51,1,fragmentation,,5,0.450113886431098,50443,4528.76956821049,0.0236854288807939,0.0236977886048926,2079263,186576.385588566
52,2,prune,1,1007,91.3338152221593,51450,4620.10338343265,0.0241582640984249,0.0241757129976032,2078256,186485.051773344
53,2,prune,2,1002,90.19554445084,52452,4710.29892788349,0.0246287515741609,0.0246476811366983,2077254,186394.856228893
54,2,prune,3,1011,90.928966570036,53463,4801.22789445352,0.0251034649853078,0.0251234870692774,2076243,186303.927262323
55,2,prune,4,1004,90.5257628831803,54467,4891.7536573367,0.0255748915578019,0.0255971831493696,2075239,186213.40149944
56,2,prune,5,1001,89.854496700141,55468,4981.60815403685,0.026044909485159,0.0260673666806638,2074238,186123.54700274
57,2,prune,6,1004,89.8992277562612,56472,5071.50738179311,0.026516336057653,0.0265377842771044,2073234,186033.647774983
58,2,prune,7,1006,90.063793552902,57478,5161.57117534601,0.026988701726905,0.0270090630004807,2072228,185943.58398143
59,2,prune,8,1004,89.6776258701313,58482,5251.24880121614,0.0274601282993991,0.0274783210160301,2071224,185853.90635556
60,2,prune,9,1003,90.4164093396815,59485,5341.66521055582,0.0279310853235141,0.0279514448795151,2070221,185763.489946221
61,2,prune,10,1000,88.9171955577874,60485,5430.58240611361,0.0284006337024923,0.0284167237752353,2069221,185674.572750663
62,2,prune,11,1003,88.7662888298575,61488,5519.34869494347,0.0288715907266073,0.0288812130181186,2068218,185585.806461833
63,2,prune,12,1000,90.3240829265521,62488,5609.67277787002,0.0293411391055855,0.0293538537632228,2067218,185495.482378906
64,2,prune,13,1000,89.0885497297104,63488,5698.76132759973,0.0298106874845636,0.029820029307554,2066218,185406.393829177
65,2,prune,14,1000,89.6060012759933,64488,5788.36732887572,0.0302802358635417,0.03028891253157,2065218,185316.787827901
66,2,prune,15,1000,90.2287667755336,65488,5878.59609565126,0.0307497842425199,0.0307610545138285,2064218,185226.559061125
67,2,prune,16,1001,90.2425035387547,66489,5968.83859919001,0.031219802169877,0.0312332683767393,2063217,185136.316557586
68,2,prune,17,1001,89.7651744936979,67490,6058.60377368371,0.0316898200972341,0.0317029845098288,2062216,185046.551383093
69,2,prune,18,1002,91.1757383628061,68492,6149.77951204651,0.0321603075729702,0.0321800817304035,2061214,184955.37564473
70,2,prune,19,1000,90.8213597616388,69492,6240.60087180815,0.0326298559519483,0.0326553245865532,2060214,184864.554284968
71,2,prune,20,1001,89.3186054402136,70493,6329.91947724837,0.0330998738793054,0.0331227039482818,2059213,184775.235679528
72,2,prune,21,1000,89.4344003838847,71493,6419.35387763225,0.0335694222582835,0.0335906892326689,2058213,184685.801279144
73,2,prune,22,1003,91.0405229191075,72496,6510.39440055136,0.0340403792823986,0.0340670789085226,2057210,184594.760756225
74,2,prune,23,1000,90.2464419608196,73496,6600.64084251218,0.0345099276613767,0.0345393133800981,2056210,184504.514314264
75,2,prune,24,1001,90.2352883317539,74497,6690.87613084393,0.0349799455887338,0.0350114894878422,2055209,184414.279025933
76,2,prune,25,1000,90.7925463102436,75497,6781.66867715418,0.035449493967712,0.0354865815712335,2054209,184323.486479622
77,2,prune,26,1000,89.969753005216,76497,6871.63843015939,0.0359190423466901,0.0359573682066406,2053209,184233.516726617
78,2,prune,27,1000,91.7894190948116,77497,6963.4278492542,0.0363885907256682,0.036437676647402,2052209,184141.727307522
79,2,prune,28,1000,91.4830570168992,78497,7054.9109062711,0.0368581391046464,0.0369163819808183,2051209,184050.244250505
80,2,prune,29,1000,90.6478957879842,79497,7145.55880205909,0.0373276874836245,0.0373907171483527,2050209,183959.596354717
81,2,prune,30,1000,90.1974322773695,80497,7235.75623433646,0.0377972358626026,0.0378626951659178,2049209,183869.39892244
82,2,prune,31,1000,89.2988530593047,81497,7325.05508739576,0.0382667842415808,0.0383299711689437,2048209,183780.100069381
83,2,prune,32,1000,91.3561635000606,82497,7416.41125089582,0.0387363326205589,0.0388080125039622,2047209,183688.743905881
84,2,prune,33,1000,89.3266324423228,83497,7505.73788333814,0.039205880999537,0.039275433868755,2046209,183599.417273438
85,2,prune,34,1000,90.2824963910639,84497,7596.02037972921,0.0396754293785152,0.0397478570031127,2045209,183509.134777047
86,2,prune,35,1001,90.0175694215608,85498,7686.03794915077,0.0401454473058723,0.0402188938484961,2044208,183419.117207626
87,2,prune,36,1000,90.6674439245488,86498,7776.70539307532,0.0406149956848504,0.0406933313059795,2043208,183328.449763701
88,2,prune,37,1000,89.7192647224501,87498,7866.42465779777,0.0410845440638285,0.0411628072060349,2042208,183238.730498979
89,2,prune,38,1000,90.6315704327282,88498,7957.0562282305,0.0415540924428067,0.0416370569475365,2041208,183148.098928546
90,2,prune,39,1000,89.9215668725662,89498,8046.97779510306,0.0420236408217848,0.0421075914383449,2040208,183058.177361673
91,2,prune,40,1000,89.5554756379857,90498,8136.53327074105,0.0424931892007629,0.042576210275783,2039208,182968.621886035
92,2,prune,41,1003,91.5460865167068,91501,8228.07935725776,0.042964146224878,0.0430552454250002,2038205,182877.075799519
93,2,prune,42,1000,91.7759256020035,92501,8319.85528285976,0.0434336946038561,0.0435354832580755,2037205,182785.299873917
94,2,prune,43,1000,91.3011084571105,93501,8411.15639131687,0.0439032429828343,0.0440132365054026,2036205,182693.99876546
95,2,prune,44,1000,89.9738921909012,94501,8501.13028350777,0.0443727913618124,0.0444840448000145,2035205,182604.024873269
96,2,prune,45,1000,90.1291943408101,95501,8591.25947784858,0.0448423397407905,0.0449556657474812,2034205,182513.895678928
97,2,prune,46,1000,90.2465686646751,96501,8681.50604651325,0.0453118881197686,0.0454279008820627,2033205,182423.649110263
98,2,prune,47,1000,89.9171645781912,97501,8771.42321109145,0.0457814364987468,0.045898412336892,2032205,182333.731945685
99,2,prune,48,1009,92.6372885892227,98510,8864.06049968067,0.0462552108131357,0.0463831574423457,2031196,182241.094657096
100,2,prune,49,1320,120.800551380868,99830,8984.86105106154,0.0468750146733868,0.0470152730505394,2029876,182120.294105715
101,2,prune,50,1000,89.533225699023,100830,9074.39427676056,0.047344563052365,0.0474837754602497,2028876,182030.760880016
102,3,prune,1,1000,90.4001538783224,101830,9164.79443063888,0.0478141114313431,0.0479568142634372,2027876,181940.360726138
103,3,prune,2,1000,88.3286348542402,102830,9253.12306549312,0.0482836598103212,0.0484190133850767,2026876,181852.032091283
104,3,prune,3,1000,89.1904917577568,103830,9342.31355725088,0.0487532081892994,0.048885722363621,2025876,181762.841599526
105,3,prune,4,1000,89.3334780991179,104830,9431.64703535,0.0492227565682775,0.0493531795498273,2024876,181673.508121426
106,3,prune,5,1000,89.3211976114581,105830,9520.96823296146,0.0496923049472556,0.0498205724756654,2023876,181584.186923815
107,3,prune,6,1000,89.274092603509,106830,9610.24232556496,0.0501618533262338,0.0502877189141289,2022876,181494.912831212
108,3,prune,7,1001,89.3858140986478,107831,9699.62813966361,0.0506318712535909,0.0507554499600304,2021875,181405.527017113
109,3,prune,8,1000,90.0350057259452,108831,9789.66314538956,0.051101419632569,0.0512265780447337,2020875,181315.492011387
110,3,prune,9,1000,90.0295256795951,109831,9879.69267106915,0.0515709680115471,0.0516976774538823,2019875,181225.462485707
111,3,prune,10,1001,90.8015924458314,110832,9970.49426351498,0.0520409859389042,0.0521728168731791,2018874,181134.660893261
112,3,prune,11,1000,90.5437794207453,111832,10061.0380429357,0.0525105343178824,0.0526466072287897,2017874,181044.117113841
113,3,prune,12,1001,89.7608326948011,112833,10150.7988756305,0.0529805522452395,0.053116300642456,2016873,180954.356281146
114,3,prune,13,1000,89.4323386486093,113833,10240.2312142791,0.0534501006242176,0.0535842751383571,2015873,180864.923942497
115,3,prune,14,1003,90.5971666998973,114836,10330.828380979,0.0539210576483327,0.054058344854716,2014870,180774.326775797
116,3,prune,15,1003,88.9175744423385,115839,10419.7459554214,0.0543920146724477,0.0545236257330335,2013867,180685.409201355
117,3,prune,16,1004,90.1592387453409,116843,10509.9051941667,0.0548634412449418,0.0549954038944932,2012863,180595.24996261
118,3,prune,17,1009,91.9424310436993,117852,10601.8476252104,0.0553372155593307,0.0554765130041259,2011854,180503.307531566
119,3,prune,18,1007,91.460296838497,118859,10693.3079220489,0.0558100507769617,0.0559550992398738,2010847,180411.847234728
120,3,prune,19,1002,89.1164671010043,119861,10782.4243891499,0.0562805382526978,0.0564214208680261,2009845,180322.730767627
121,3,prune,20,1005,87.5719110083571,120866,10869.9963001583,0.0567524343735708,0.0568796602647421,2008840,180235.158856618
122,3,prune,21,1001,88.9417325597239,121867,10958.938032718,0.0572224523009279,0.057345067555753,2007839,180146.217124058
123,3,prune,22,1000,90.842199677427,122867,11049.7802323954,0.0576920006799061,0.0578204194613722,2006839,180055.374924381
124,3,prune,23,1002,92.4672244018032,123869,11142.2474567972,0.0581624881556421,0.0583042746683442,2005837,179962.907699979
125,3,prune,24,1000,91.7281770168139,124869,11233.975633814,0.0586320365346203,0.0587842626463847,2004837,179871.179522962
126,3,prune,25,1000,90.7993570943372,125869,11324.7749909084,0.0591015849135984,0.0592593903687104,2003837,179780.380165868
127,3,prune,26,1001,90.6147053397787,126870,11415.3896962482,0.0595716028409555,0.0597335518598823,2002836,179689.765460528
128,3,prune,27,1000,91.0486008504976,127870,11506.4382970987,0.0600411512199336,0.060209983805299,2001836,179598.716859678
129,3,prune,28,1000,90.1603278381534,128870,11596.5986249368,0.0605106995989118,0.0606817676656778,2000836,179508.55653184
130,3,prune,29,1000,89.6966195398927,129870,11686.2952444767,0.0609802479778899,0.0611511250698059,1999836,179418.8599123
131,3,prune,30,1000,89.414263573039,130870,11775.7095080497,0.061449796356868,0.0616190049838757,1998836,179329.445648727
132,3,prune,31,1000,89.1501560424526,131870,11864.8596640922,0.0619193447358462,0.0620855028968666,1997836,179240.295492684
133,3,prune,32,1000,89.7448485067356,132870,11954.6045125989,0.0623888931148243,0.0625551126697329,1996836,179150.550644178
134,3,prune,33,1000,89.7848392879793,133870,12044.3893518869,0.0628584414938024,0.0630249317032085,1995836,179060.76580489
135,3,prune,34,1000,89.3072189219821,134870,12133.6965708089,0.0633279898727806,0.0634922514824616,1994836,178971.458585968
136,3,prune,35,1003,91.1927383861183,135873,12224.889309195,0.0637989468968956,0.063969437659419,1993833,178880.265847581
137,3,prune,36,1000,89.2434734640584,136873,12314.1327826591,0.0642684952758738,0.0644364238764619,1992833,178791.022374117
138,3,prune,37,1001,89.5376452247124,137874,12403.6704278838,0.0647385132032309,0.0649049494123181,1991832,178701.484728893
139,3,prune,38,1000,89.1308398554893,138874,12492.8012677393,0.065208061582209,0.0653713462490877,1990832,178612.353889037
140,3,prune,39,1000,89.975570018126,139874,12582.7768377574,0.0656776099611871,0.0658421633233017,1989832,178522.378319019
141,3,prune,40,1000,89.0221990596001,140874,12671.799036817,0.0661471583401653,0.0663079916730737,1988832,178433.356119959
142,3,prune,41,1000,89.5982800798302,141874,12761.3973168968,0.0666167067191434,0.0667768344942228,1987832,178343.75783988
143,3,prune,42,1000,89.3180003607374,142874,12850.7153172576,0.0670862550981215,0.0672442106897391,1986832,178254.439839519
144,3,prune,43,1000,89.4357567543478,143874,12940.1510740119,0.0675558034770997,0.0677122030716347,1985832,178165.004082765
145,3,prune,44,1000,89.3013233391025,144874,13029.452397351,0.0680253518560778,0.0681794920009461,1984832,178075.702759425
146,3,prune,45,1000,89.2092127456386,145874,13118.6616100967,0.0684949002350559,0.0686462989412009,1983832,177986.49354668
147,3,prune,46,1001,89.8111062788236,146875,13208.4727163755,0.068964918162413,0.0691162554225168,1982831,177896.682440401
148,3,prune,47,1008,91.6071132126638,147883,13300.0798295881,0.069438222928423,0.0695956099074208,1981823,177805.075327188
149,3,prune,48,1028,92.3865992812438,148911,13392.4664288694,0.0699209186620125,0.0700790432256139,1980795,177712.688727907
150,3,prune,49,1027,90.6113711854449,149938,13483.0778000548,0.070403144847223,0.0705531872700857,1979768,177622.077356722
151,3,prune,50,1009,89.2620615035045,150947,13572.3398615583,0.070876919161612,0.071020270753157,1978759,177532.815295218
152,3,fragmentation,,2,0.177225125890493,150949,13572.5170866842,0.0708778582583699,0.0710211981228333,1978757,177532.638070092
153,3,distance,,4,0.351865930755019,150953,13572.868952615,0.0708797364518859,0.0710230393391546,1978753,177532.286204161
154,4,prune,1,1003,90.0301824706765,151956,13662.8991350857,0.0713506934760009,0.0714941421851077,1977750,177442.256021691
155,4,prune,2,1003,89.8638751168465,152959,13752.7630102025,0.071821650500116,0.071964374791042,1976747,177352.392146574
156,4,prune,3,1002,90.1480706792787,153961,13842.9110808818,0.0722921379758521,0.0724360945131255,1975745,177262.244075895
157,4,prune,4,1003,90.399552680373,154964,13933.3106335622,0.0727630949999671,0.0729091301704118,1974742,177171.844523214
158,4,prune,5,1000,90.8361421879412,155964,14024.1467757501,0.0732326433789453,0.0733844503788772,1973742,177081.008381026
159,4,prune,6,1000,89.9326022348631,156964,14114.079377985,0.0737021917579234,0.0738550426146601,1972742,176991.075778792
160,4,prune,7,1000,89.6990065323386,157964,14203.7783845173,0.0741717401369015,0.0743244125092543,1971742,176901.376772259
161,4,prune,8,1000,89.8597870921652,158964,14293.6381716095,0.0746412885158797,0.0747946237236951,1970742,176811.516985167
162,4,prune,9,1000,89.6843941119591,159964,14383.3225657214,0.0751108368948578,0.0752639171555671,1969742,176721.832591055
163,4,prune,10,1000,89.3179970861011,160964,14472.6405628075,0.0755803852738359,0.0757312933339482,1968742,176632.514593969
164,4,prune,11,1000,89.4064053127469,161964,14562.0469681203,0.0760499336528141,0.0761991321279326,1967742,176543.108188656
165,4,prune,12,1001,89.8068596471003,162965,14651.8538277674,0.0765199515801712,0.0766690663878087,1966741,176453.301329009
166,4,prune,13,1019,92.2955017844106,163984,14744.1493295518,0.0769984213783499,0.0771520230181973,1965722,176361.005827225
167,4,prune,14,1021,93.0862356404111,165005,14837.2355651922,0.0774778302732865,0.0776391173384109,1964701,176267.919591584
168,4,prune,15,1021,92.378082502728,166026,14929.6136476949,0.0779572391682232,0.0781225060906763,1963680,176175.541509082
169,4,prune,16,1023,90.360645950394,167049,15019.9742936453,0.0784375871599178,0.0785953381598911,1962657,176085.180863131
170,4,prune,17,1012,90.8691524576632,168061,15110.843446103,0.0789127701194437,0.0790708311018953,1961645,175994.311710673
171,4,prune,18,1010,90.9510051737824,169071,15201.7944512768,0.0793870139822116,0.0795467523563438,1960635,175903.3607055
172,4,prune,19,1016,90.0264662205917,170087,15291.8209174973,0.0798640751352534,0.0800178357561963,1959619,175813.334239279
173,4,prune,20,1004,91.5101136177019,171091,15383.3310311151,0.0803355017077475,0.0804966826692617,1958615,175721.824125661
174,4,prune,21,1007,90.8055380574871,172098,15474.1365691725,0.0808083369253784,0.0809718427348444,1957608,175631.018587604
175,4,prune,22,1003,92.6259454997565,173101,15566.7625146723,0.0812792939494935,0.0814565284850732,1956605,175538.392642104
176,4,prune,23,1008,92.5412361370796,174109,15659.3037508094,0.0817525987155035,0.0819407709748227,1955597,175445.851405967
177,4,prune,24,1001,91.6278792624665,175110,15750.9316300718,0.0822226166428606,0.082420234122676,1954596,175354.223526705
178,4,prune,25,1305,119.831174123609,176415,15870.7628041954,0.082835377277427,0.0830472772499287,1953291,175234.392352581
179,4,prune,26,1035,94.2725417598911,177450,15965.0353459553,0.0833213598496694,0.0835405791793431,1952256,175140.119810821
180,4,prune,27,1016,91.4275386920379,178466,16056.4628846474,0.0837984210027112,0.084018994000843,1951240,175048.692272129
181,4,prune,28,1028,91.3313203223847,179494,16147.7942049698,0.0842811167363007,0.0844969053384386,1950212,174957.360951807
182,4,prune,29,1026,90.3861838889574,180520,16238.1803888587,0.0847628733731323,0.0849698710405664,1949186,174866.974767918
183,4,prune,30,1021,89.4281909311843,181541,16327.6085797899,0.0852422822680689,0.0854378238326186,1948165,174777.546576987
184,4,prune,31,1021,89.8037100411716,182562,16417.4122898311,0.0857216911630056,0.0859077416114849,1947144,174687.742866945
185,4,prune,32,1011,89.9937028941034,183573,16507.4059927252,0.0861964045741525,0.0863786535699837,1946133,174597.749164051
186,4,prune,33,1006,90.312656382142,184579,16597.7186491073,0.0866687702434045,0.0868512345231665,1945127,174507.436507669
187,4,prune,34,1005,89.740699591916,185584,16687.4593486992,0.0871406663642775,0.0873208225859182,1944122,174417.695808077
188,4,prune,35,1005,90.2896578418675,186589,16777.7490065411,0.0876125624851505,0.0877932831941513,1943117,174327.406150235
189,4,prune,36,1001,89.8438395759191,187590,16867.592846117,0.0880825804125077,0.0882634109596855,1942116,174237.562310659
190,4,prune,37,1003,90.1979977494531,188593,16957.7908438665,0.0885535374366227,0.0887353919362084,1941113,174147.36431291
191,4,prune,38,1015,91.2051667580387,189608,17048.9960106245,0.0890301290412855,0.0892126431473713,1940098,174056.159146152
192,4,prune,39,1004,89.7956964824048,190612,17138.7917071069,0.0895015556137795,0.0896825189935186,1939094,173966.36344967
193,4,prune,40,1000,91.0996734141508,191612,17229.8913805211,0.0899711039927577,0.0901592181874227,1938094,173875.263776255
194,4,prune,41,1000,90.0501152718722,192612,17319.9414957929,0.0904406523717358,0.0906304253361676,1937094,173785.213660984
195,4,prune,42,1000,90.5464671924022,193612,17410.4879629853,0.0909102007507139,0.0911042297561379,1936094,173694.667193791
196,4,prune,43,1000,88.9405197882981,194612,17499.4284827736,0.0913797491296921,0.091569630701054,1935094,173605.726674003
197,4,prune,44,1000,89.2925185287154,195612,17588.7210013024,0.0918492975086702,0.0920368735572473,1934094,173516.434155474
198,4,prune,45,1012,90.9784553891281,196624,17679.6994566915,0.0923244804681961,0.09251293845102,1933082,173425.455700085
199,4,prune,46,1002,89.7658327940177,197626,17769.4652894855,0.0927949679439322,0.0929826580288115,1932080,173335.689867291
200,4,prune,47,1001,89.3842209529288,198627,17858.8495104384,0.0932649858712893,0.0934503807382256,1931079,173246.305646338
201,4,prune,48,1002,89.3298728712164,199629,17948.1793833097,0.0937354733470254,0.0939178190592794,1930077,173156.975773467
202,4,prune,49,1003,89.6844150004138,200632,18037.8637983101,0.0942064303711404,0.0943871126004549,1929074,173067.291358466
203,4,prune,50,1003,90.7377215817752,201635,18128.6015198918,0.0946773873952555,0.0948619178013263,1928071,172976.553636885
204,4,fragmentation,,16,1.44802479202932,201651,18130.0495446839,0.0946849001693191,0.0948694949113778,1928055,172975.105612093
205,4,distance,,3,0.274342826454282,201654,18130.3238875103,0.0946863088144561,0.0948709304709064,1928052,172974.831269266
206,5,prune,1,1007,90.922376459427,202661,18221.2462639698,0.0951591440320871,0.0953467019192739,1927045,172883.908892807
207,5,prune,2,1001,89.3209295355427,203662,18310.5671935053,0.0956291619594442,0.0958140934423454,1926044,172794.587963271
208,5,prune,3,1006,90.1756455451103,204668,18400.7428390504,0.0961015276286962,0.0962859574560144,1925038,172704.412317726
209,5,prune,4,1004,91.8636773885287,205672,18492.6065164389,0.0965729542011902,0.0967666544697248,1924034,172612.548640338
210,5,prune,5,1007,92.2745821275735,206679,18584.8810985665,0.0970457894188212,0.0972495016333812,1923027,172520.27405821
211,5,prune,6,1008,91.9188872478509,207687,18676.7999858144,0.0975190941848311,0.0977304875448939,1922019,172428.355170962
212,5,prune,7,1005,90.7464465418383,208692,18767.5464323562,0.0979909903057042,0.0982053384010489,1921014,172337.60872442
213,5,prune,8,1014,90.495633212319,209706,18858.0420655685,0.098467112361988,0.0986788768209732,1920000,172247.113091208
214,5,prune,9,1018,89.3498843631449,210724,18947.3919499317,0.0989451126117877,0.0991464198565854,1918982,172157.763206845
215,5,prune,10,1007,87.3509692805609,211731,19034.7429192122,0.0994179478294187,0.0996035031268347,1917975,172070.412237564
216,5,prune,11,1006,89.70645141116,212737,19124.4493706234,0.0998903134986707,0.100072911978404,1916969,171980.705786153
217,5,prune,12,1005,90.0076723936545,213742,19214.457043017,0.100362209619544,0.1005438970354,1915964,171890.698113759
218,5,prune,13,1002,90.9104623887586,214744,19305.3675054058,0.10083269709528,0.101019606140757,1914962,171799.787651371
219,5,prune,14,1007,91.9945642665606,215751,19397.3620696724,0.101305532312911,0.101500988049011,1913955,171707.793087104
220,5,prune,15,1008,92.0260753435555,216759,19489.3881450159,0.101778837078921,0.101982534845946,1912947,171615.767011761
221,5,prune,16,1004,91.574273351763,217763,19580.9624183677,0.102250263651415,0.102461717489013,1911943,171524.192738409
222,5,prune,17,1006,91.4177076458381,218769,19672.3801260135,0.102722629320667,0.102940080867389,1910937,171432.775030763
223,5,prune,18,1010,91.2150857261144,219779,19763.5952117396,0.103196873183435,0.103417383981747,1909927,171341.559945037
224,5,prune,19,1005,90.2078404816452,220784,19853.8030522213,0.103668769304308,0.103889416462543,1908922,171251.352104555
225,5,prune,20,1003,89.5064109831197,221787,19943.3094632044,0.104139726328423,0.104357778558321,1907919,171161.845693572
226,5,prune,21,1006,89.2877186112902,222793,20032.5971818157,0.104612091997675,0.104824996297884,1906913,171072.557974961
227,5,prune,22,1016,89.6494778171357,223809,20122.2466596328,0.105089153150717,0.10529410702252,1905897,170982.908497144
228,5,prune,23,1018,89.5135054261427,224827,20211.760165059,0.105567153400516,0.10576250624154,1904879,170893.394991718
229,5,prune,24,1005,88.0749784713624,225832,20299.8351435303,0.106039049521389,0.106223378050043,1903874,170805.320013246
230,5,prune,25,1008,87.8899636767477,226840,20387.7251072071,0.106512354287399,0.106683281727705,1902866,170717.430049569
231,5,prune,26,1010,89.7329566222748,227850,20477.4580638293,0.106986598150167,0.107152829273655,1901856,170627.697092947
232,5,prune,27,1001,89.7719896442772,228851,20567.2300534736,0.107456616077524,0.107622581068527,1900855,170537.925103303
