stage,patch_lookup_path,last_removal_step,alive_end,removed_end,area_retained_km2,area_removed_km2,cells_removed_stage,area_removed_stage_km2,events_in_stage,prop_cells_removed_end,prop_area_removed_end,pct_cells_removed_end,pct_area_removed_end
10,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0010.csv,515,1627550,502156,145979.728610524,45125.4265462528,50085,4444.24739683536,52,0.235786535794143,0.236128776898945,23.5786535794143,23.6128776898945
11,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0011.csv,566,1577486,552220,141442.903457525,49662.251699251,50064,4536.82515299825,51,0.259294005839304,0.259868718133269,25.9294005839304,25.9868718133269
12,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0012.csv,617,1527464,602242,136917.881727187,54187.2734295892,50022,4525.0217303382,51,0.282781754852548,0.283546895347411,28.2781754852548,28.3546895347411
13,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0013.csv,669,1477323,652383,132422.124131428,58683.0310253486,50141,4495.75759575936,52,0.30632538012289,0.307071941503655,30.632538012289,30.7071941503655
14,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0014.csv,720,1427291,702415,127880.318306986,63224.8368497903,50032,4541.80582444173,51,0.329817824619924,0.330837945203115,32.9817824619924,33.0837945203115
15,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0015.csv,772,1377246,752460,123503.169832448,67601.9853243287,50045,4377.14847453836,52,0.353316373245885,0.353742342894257,35.3316373245885,35.3742342894257
16,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0016.csv,823,1327190,802516,119048.325234273,72056.8299225032,50056,4454.84459817456,51,0.376820086904014,0.377053302740003,37.6820086904014,37.7053302740003
17,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0017.csv,875,1277158,852548,114595.256560831,76509.8985959454,50032,4453.06867344215,52,0.400312531401048,0.400354969666722,40.0312531401048,40.0354969666722
18,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0018.csv,927,1227054,902652,110129.013352571,80976.1418042054,50104,4466.24320826004,52,0.423838783381368,0.423725575261302,42.3838783381368,42.3725575261302
19,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0019.csv,979,1176998,952708,105704.734133872,85400.4210229042,50056,4424.2792186988,52,0.447342497039497,0.446876594997369,44.7342497039497,44.6876594997369
20,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0020.csv,1030,1126945,1002761,101241.677298496,89863.4778582806,50053,4463.05683537642,51,0.47084480205249,0.470230527190957,47.084480205249,47.0230527190957
21,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0021.csv,1082,1076916,1052790,96829.0254696044,94276.1296871721,50029,4412.65182889146,52,0.494335837904387,0.493320704037686,49.4335837904387,49.3320704037686
22,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0022.csv,1133,1026828,1102878,92390.2766812086,98714.8784755679,50088,4438.74878839579,51,0.517854577110643,0.516547438998102,51.7854577110643,51.6547438998102
23,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0023.csv,1185,976789,1152917,87941.2120834789,103163.943073298,50039,4449.06459772973,52,0.54135030844633,0.539828153712888,54.135030844633,53.9828153712888
24,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0024.csv,1236,926766,1202940,83489.2791812391,107615.875975537,50023,4451.93290223972,51,0.564838527007953,0.563123877465539,56.4838527007953,56.3123877465539
25,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0025.csv,1288,876648,1253058,79081.0761431212,112024.079013655,50118,4408.20303811791,52,0.588371352665579,0.586190775030398,58.8371352665579,58.6190775030398
26,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0026.csv,1340,826621,1303085,74539.7950349039,116565.360121873,50027,4541.2811082173,52,0.611861449420718,0.609954033036137,61.1861449420718,60.9954033036137
27,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0027.csv,1390,776605,1353101,70043.218074933,121061.937081843,50016,4496.57695997093,50,0.635346381143688,0.633483366696875,63.5346381143688,63.3483366696875
28,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0028.csv,1440,726339,1403367,65469.6215453323,125635.533611444,50266,4573.59652960068,50,0.658948699961403,0.657415722293712,65.8948699961403,65.7415722293712
29,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0029.csv,1491,676315,1453391,60970.4405787124,130134.714578064,50024,4499.1809666199,51,0.682437388071405,0.680958681995291,68.2437388071405,68.0958681995291
30,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0030.csv,1541,626300,1503406,56511.9589104395,134593.196246337,50015,4458.48166827292,50,0.705921850245996,0.704288673614906,70.5921850245996,70.4288673614906
31,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0031.csv,1591,576224,1553482,52037.7353797682,139067.419777008,50076,4474.22353067131,50,0.729434954871705,0.727701038011884,72.9434954871705,72.7701038011884
32,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0032.csv,1641,526219,1603487,47547.9457533813,143557.209403395,50005,4489.78962638693,50,0.752914721562507,0.751194855448172,75.2914721562507,75.1194855448172
33,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0033.csv,1693,476166,1653540,43018.777510619,148086.377646157,50053,4529.16824276224,52,0.776417026575499,0.77489473020585,77.6417026575499,77.489473020585
34,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0034.csv,1744,426147,1703559,38518.3648793298,152586.790277447,50019,4500.41263128926,51,0.799903366943606,0.798444134865276,79.9903366943606,79.8444134865276
35,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0035.csv,1794,376147,1753559,34063.1529512672,157042.002205509,50000,4455.21192806258,50,0.823380785892513,0.82175701684592,82.3380785892513,82.175701684592
36,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0036.csv,1844,326140,1803566,29649.9048515417,161455.250305235,50007,4413.24809972552,50,0.846861491680072,0.844850313811693,84.6861491680072,84.4850313811693
37,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0037.csv,1896,276088,1853618,25155.9069801797,165949.248176597,50052,4493.997871362,52,0.870363327144686,0.868366151820747,87.0363327144686,86.8366151820747
38,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0038.csv,1946,225942,1903764,20577.9493598877,170527.205796889,50146,4577.95762029201,50,0.893909300156923,0.892321327789373,89.3909300156923,89.2321327789373
39,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0039.csv,1996,175942,1953764,15996.2816236844,175108.873533092,50000,4581.66773620329,50,0.91738671910583,0.916295917760243,91.738671910583,91.6295917760243
40,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0040.csv,2046,125940,2003766,11418.6242545859,179686.530902191,50002,4577.65736909845,50,0.940865077151494,0.940249522598077,94.0865077151494,94.0249522598077
41,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0041.csv,2097,75873,2053833,6854.06607114722,184251.089085629,50067,4564.5581834387,51,0.964373955841792,0.964134583049189,96.4373955841792,96.4134583049189
42,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0042.csv,2149,25663,2104043,2320.73436744421,188784.420789332,50210,4533.33170370299,52,0.987949979950284,0.987856244037267,98.7949979950284,98.7856244037267
43,Data/Applications/madagascar/qe_500/Runs/remove_1000_stage_50/Curves/q84/Run/patch_lookup_tables/stage_patch_lookup_stage_0043.csv,2171,3465,2126241,315.704482691741,190789.450674085,22198,2005.02988475247,22,0.998373014866841,0.998348006455227,99.8373014866841,99.8348006455227
