removal_step,stage,event_type,pruning_iteration,cells_removed,area_removed_km2,cum_cells_removed,cum_area_removed_km2,cum_prop_cells_removed,cum_prop_area_removed,cells_retained,area_retained_km2
126,3,prune,24,1000,89.4344174312696,124848,11236.61072011,0.0586221760186617,0.0587980513183533,2004858,179868.544436666
127,3,prune,25,1000,89.3049824031078,125848,11325.9157025131,0.0590917243976399,0.0592653593945266,2003858,179779.239454263
128,3,prune,26,1000,89.8070468304247,126848,11415.7227493435,0.059561272776618,0.0597352946338808,2002858,179689.432407433
129,3,prune,27,1000,89.3038599489209,127848,11505.0266092925,0.0600308211555961,0.0602025968365642,2001858,179600.128547484
130,3,prune,28,1000,89.427778608988,128848,11594.4543879015,0.0605003695345743,0.0606705474710493,2000858,179510.700768875
131,3,prune,29,1000,89.5621593295518,129848,11684.016547231,0.0609699179135524,0.061139201282382,1999858,179421.138609545
132,3,prune,30,1000,89.183798262618,130848,11773.2003454936,0.0614394662925305,0.0616058752357322,1998858,179331.954811283
133,3,prune,31,1000,89.2239120063514,131848,11862.4242575,0.0619090146715087,0.0620727590931204,1997858,179242.730899277
134,3,prune,32,1000,89.236261236528,132848,11951.6605187365,0.0623785630504868,0.0625397075705872,1996858,179153.49463804
135,3,prune,33,1000,90.2826258492416,133848,12041.9431445857,0.0628481114294649,0.0630121313823634,1995858,179063.212012191
136,3,prune,34,1000,89.2150724153215,134848,12131.1582170011,0.063317659808443,0.063478968984636,1994858,178973.996939775
137,3,prune,35,1002,89.7869181823962,135850,12220.9451351835,0.0637881472841791,0.0639487988963866,1993856,178884.210021593
138,3,prune,36,1000,89.2988360419511,136850,12310.2439712254,0.0642576956631573,0.0644160748103654,1992856,178794.911185551
139,3,prune,37,1000,89.8115065552331,137850,12400.0554777806,0.0647272440421354,0.0648860333862163,1991856,178705.099678996
140,3,prune,38,1001,89.6260016573386,138851,12489.681479438,0.0651972619694925,0.0653550212666521,1990855,178615.473677339
141,3,prune,39,1000,89.56246484591,139851,12579.2439442839,0.0656668103484706,0.0658236766766668,1989855,178525.911212493
142,3,prune,40,1000,89.5387135768417,140851,12668.7826578607,0.0661363587274488,0.0662922078029118,1988855,178436.372498916
143,3,prune,41,1000,89.3033635370352,141851,12758.0860213978,0.0666059071064269,0.0667595074080103,1987855,178347.069135379
144,3,prune,42,1003,90.3853395645704,142854,12848.4713609623,0.067076864130542,0.0672324686920239,1986852,178256.683795814
145,3,prune,43,1002,90.45530960023,143856,12938.9266705626,0.0675473516062781,0.0677057961097276,1985850,178166.228486214
146,3,prune,44,1009,91.6429715116764,144865,13030.5696420742,0.068021125920667,0.0681853382311136,1984841,178074.585514702
147,3,prune,45,1026,91.9973441210961,145891,13122.5669861953,0.0685028825574986,0.0686667346855715,1983815,177982.588170581
148,3,prune,46,1027,92.2006863280299,146918,13214.7676725234,0.0689851087427091,0.0691491951731098,1982788,177890.387484253
149,3,prune,47,1021,92.1907932362614,147939,13306.9584657596,0.0694645176376458,0.069631603892857,1981767,177798.196691017
150,3,prune,48,1009,91.3709172066594,148948,13398.3293829663,0.0699382919520347,0.070109722429909,1980758,177706.82577381
151,3,prune,49,1011,90.2654823821507,149959,13488.5948653484,0.0704130053631816,0.0705820565347012,1979747,177616.560291428
152,3,prune,50,1012,91.0971212108666,150971,13579.6919865593,0.0708881883227075,0.071058742373637,1978735,177525.463170217
153,3,fragmentation,,2,0.18278217166388,150973,13579.874768731,0.0708891274194654,0.0710596988217847,1978733,177525.280388046
154,3,distance,,10,0.889523958237767,150983,13580.7642926892,0.0708938229032552,0.0710643534526737,1978723,177524.390864087
155,4,prune,1,1002,91.0494799168682,151985,13671.8137726061,0.0713643103789913,0.0715407899979996,1977721,177433.34138417
156,4,prune,2,1007,91.1512597177622,152992,13762.9650323238,0.0718371455966223,0.0720177591286491,1976714,177342.190124453
157,4,prune,3,1003,92.5825952708994,153995,13855.5476275947,0.0723081026207373,0.0725022180392156,1975711,177249.607529182
158,4,prune,4,1007,92.7492334235757,155002,13948.2968610183,0.0727809378383683,0.0729875489207792,1974704,177156.858295758
159,4,prune,5,1003,91.7838133159811,156005,14040.0806743343,0.0732518948624834,0.0734678280280627,1973701,177065.074482442
160,4,prune,6,1296,117.762037546528,157301,14157.8427118808,0.073860429561639,0.0740840439404484,1972405,176947.312444896
161,4,prune,7,1008,90.4210323356149,158309,14248.2637442164,0.074333734327649,0.0745571919947823,1971397,176856.89141256
162,4,prune,8,1005,89.5780698318981,159314,14337.8418140483,0.074805630448522,0.0750259290613382,1970392,176767.313342728
163,4,prune,9,1015,90.0427423919072,160329,14427.8845564402,0.0752822220531848,0.0754970976298577,1969377,176677.270600336
164,4,prune,10,1005,87.2373902444909,161334,14515.1219466847,0.0757541181740578,0.0759535865726751,1968372,176590.033210092
165,4,prune,11,1008,90.5736639237065,162342,14605.6956106084,0.0762274229400678,0.0764275333055584,1967364,176499.459546168
166,4,prune,12,1007,92.0881556687127,163349,14697.7837662772,0.0767002581576988,0.0769094049515282,1966357,176407.371390499
167,4,prune,13,1004,90.993757121855,164353,14788.777523399,0.0771716847301928,0.0773855499150024,1965353,176316.377633377
168,4,prune,14,1005,90.6198927360848,165358,14879.3974161351,0.0776435808510658,0.0778597385503731,1964348,176225.757740641
169,4,prune,15,1007,90.8052593275051,166365,14970.2026754626,0.0781164160686968,0.0783348971574395,1963341,176134.952481314
170,4,prune,16,1002,90.0626722907137,167367,15060.2653477533,0.0785869035444329,0.0788061700135633,1962339,176044.889809023
171,4,prune,17,1005,89.7535755637742,168372,15150.0189233171,0.0790587996653059,0.079275825452686,1961334,175955.136233459
172,4,prune,18,1004,88.1815587930123,169376,15238.2004821101,0.0795302262378,0.0797372549662995,1960330,175866.954674666
173,4,prune,19,1004,89.2968403993397,170380,15327.4973225094,0.080001652810294,0.0802045204376369,1959326,175777.657834267
174,4,prune,20,1005,89.2620756440404,171385,15416.7593981535,0.080473548931167,0.0806716039947016,1958321,175688.395758623
175,4,prune,21,1002,90.475082461913,172387,15507.2344806154,0.0809440364069031,0.0811450348782782,1957319,175597.920676161
176,4,prune,22,1000,90.2974910698666,173387,15597.5319716853,0.0814135847858812,0.0816175364756097,1956319,175507.623185091
177,4,prune,23,1020,92.250215648578,174407,15689.7821873338,0.0818925241324389,0.0821002561362746,1955299,175415.372969443
178,4,prune,24,1024,91.3293062400996,175431,15781.1114935739,0.0823733416725126,0.082578156934739,1954275,175324.043663203
179,4,prune,25,1020,91.5236759662334,176451,15872.6351695402,0.0828522810190702,0.0830570748157933,1953255,175232.519987236
180,4,prune,26,1008,89.4888353491912,177459,15962.1240048894,0.0833255857850802,0.0835253449431783,1952247,175143.031151887
181,4,prune,27,1005,90.0715534741619,178464,16052.1955583635,0.0837974819059532,0.0839966642720592,1951242,175052.959598413
182,4,prune,28,1001,89.6655381558364,179465,16141.8610965194,0.0842674998333103,0.0844658590359695,1950241,174963.294060257
183,4,prune,29,1001,89.6286476859856,180466,16231.4897442053,0.0847375177606674,0.0849348607623356,1949240,174873.665412571
184,4,prune,30,1000,91.0572444784958,181466,16322.5469886838,0.0852070661396456,0.0854113379374479,1948240,174782.608168093
185,4,prune,31,1000,90.4644617075564,182466,16413.0114503914,0.0856766145186237,0.0858847132455778,1947240,174692.143706385
186,4,prune,32,1001,89.8768911275016,183467,16502.8883415189,0.0861466324459808,0.0863550139606672,1946239,174602.266815258
187,4,prune,33,1005,90.0796928283347,184472,16592.9680343472,0.0866185285668538,0.0868263758805193,1945234,174512.187122429
188,4,prune,34,1001,89.7535140972219,185473,16682.7215484445,0.0870885464942109,0.0872960309980047,1944233,174422.433608332
189,4,prune,35,1000,89.6713856027252,186473,16772.3929340472,0.0875580948731891,0.0877652563599744,1943233,174332.762222729
190,4,prune,36,1000,89.5875876373976,187473,16861.9805216846,0.0880276432521672,0.0882340432305531,1942233,174243.174635092
191,4,prune,37,1002,89.9911145901179,188475,16951.9716362747,0.0884981307279033,0.0887049416451788,1941231,174153.183520502
192,4,prune,38,1000,89.5672591909191,189475,17041.5388954656,0.0889676791068814,0.0891736221426643,1940231,174063.616261311
193,4,prune,39,1002,89.4855043647485,190477,17131.0243998304,0.0894381665826175,0.0896418748399363,1939229,173974.130756946
194,4,prune,40,1005,90.0823246399088,191482,17221.1067244703,0.0899100627034905,0.0901132505313247,1938224,173884.048432306
195,4,prune,41,1003,90.0947029120455,192485,17311.2014273823,0.0903810197276056,0.0905846909947603,1937221,173793.953729394
196,4,prune,42,1013,91.6094752384876,193498,17402.8109026208,0.0908566722355105,0.0910640578394869,1936208,173702.344254156
197,4,prune,43,1029,91.5468092501093,194527,17494.3577118709,0.0913398375174789,0.0915430967705665,1935179,173610.797444906
198,4,prune,44,1023,89.8412894234062,195550,17584.1990012943,0.0918201855091736,0.0920132111918635,1934156,173520.956155482
199,4,prune,45,1014,91.1433565720355,196564,17675.3423578664,0.0922963075654574,0.0924901389675547,1933142,173429.81279891
200,4,prune,46,1021,91.1436293807181,197585,17766.4859872471,0.0927757164603941,0.0929670681707777,1932121,173338.669169529
201,4,prune,47,1021,90.5391830767189,198606,17857.0251703238,0.0932551253553307,0.0934408344750013,1931100,173248.129986453
202,4,prune,48,1014,89.5330867498602,199620,17946.5582570737,0.0937312474116146,0.0939093361576295,1930086,173158.596899703
203,4,prune,49,1004,89.9398544332264,200624,18036.4981115069,0.0942026739841086,0.0943799663421446,1929082,173068.65704527
204,4,prune,50,1008,89.8527293812759,201632,18126.3508408882,0.0946759787501186,0.0948501406255519,1928074,172978.804315888
205,4,fragmentation,,20,1.79855775486362,201652,18128.149398643,0.0946853697176981,0.0948595519768751,1928054,172977.005758133
206,4,distance,,1,0.088896557151556,201653,18128.2382952002,0.0946858392660771,0.0948600171477758,1928053,172976.916861576
207,5,prune,1,1005,90.1183846405335,202658,18218.3566798407,0.0951577353869501,0.0953315815310945,1927048,172886.798476936
208,5,prune,2,1001,89.8494638273187,203659,18308.206143668,0.0956277533143072,0.0958017387267683,1926047,172796.949013108
209,5,prune,3,1000,90.050247560952,204659,18398.256391229,0.0960973016932854,0.0962729465677451,1925047,172706.898765548
210,5,prune,4,1003,90.0222700624,205662,18488.2786612914,0.0965682587174004,0.0967440080102716,1924044,172616.876495485
211,5,prune,5,1000,90.7529553688191,206662,18579.0316166602,0.0970378070963786,0.0972188929253037,1923044,172526.123540116
212,5,prune,6,1000,90.914541988651,207662,18669.9461586488,0.0975073554753567,0.0976946233780697,1922044,172435.208998128
213,5,prune,7,1000,90.5668508328586,208662,18760.5130094817,0.0979769038543348,0.0981685344599479,1921044,172344.642147295
214,5,prune,8,1001,89.5841607383312,209663,18850.09717022,0.0984469217816919,0.0986373033985192,1920043,172255.057986556
215,5,prune,9,1001,89.7649509327211,210664,18939.8621211528,0.098916939709049,0.0991070183617763,1919042,172165.293035624
216,5,prune,10,1009,90.9669794929271,211673,19030.8291006457,0.099390714023438,0.0995830232053835,1918033,172074.326056131
217,5,prune,11,1000,89.7715793859517,212673,19120.6006800316,0.0998602624024161,0.100052772853489,1917033,171984.554476745
218,5,prune,12,1000,89.2922595877938,213673,19209.8929396194,0.100329810781394,0.100520014354716,1916033,171895.262217157
219,5,prune,13,1000,89.1435792554449,214673,19299.0365188749,0.100799359160372,0.100986477853214,1915033,171806.118637902
220,5,prune,14,1002,89.3816188801172,215675,19388.418137755,0.101269846636108,0.101454186946707,1914031,171716.737019021
221,5,prune,15,1003,89.3712987790929,216678,19477.7894365341,0.101740803660224,0.101921842037988,1913028,171627.365720242
222,5,prune,16,1000,89.4849736455875,217678,19567.2744101797,0.102210352039202,0.102390091958154,1912028,171537.880746597
223,5,prune,17,1003,90.3504262827285,218681,19657.6248364624,0.102681309063317,0.102862870550697,1911025,171447.530320314
224,5,prune,18,1011,90.4224391936375,219692,19748.047275656,0.103156022474464,0.103336025966727,1910014,171357.10788112
225,5,prune,19,1004,89.0096658761798,220696,19837.0569415322,0.103627449046958,0.103801788733844,1909010,171268.098215244
226,5,prune,20,1022,89.8951680048484,221718,19926.9521095371,0.104107327490273,0.104272185086737,1907988,171178.203047239
227,5,prune,21,1010,89.6758243351564,222728,20016.6279338722,0.104581571353041,0.104741433675357,1906978,171088.527222904
228,5,prune,22,1010,92.0664068346196,223738,20108.6943407068,0.105055815215809,0.105223191515741,1905968,170996.46081607
229,5,prune,23,1010,92.3365584850555,224748,20201.0308991919,0.105530059078577,0.105706362984398,1904958,170904.124257585
230,5,prune,24,1005,91.4163602544266,225753,20292.4472594463,0.10600195519945,0.10618471931225,1903953,170812.70789733
231,5,prune,25,1007,90.8179171733631,226760,20383.2651766197,0.106474790417081,0.106659944154295,1902946,170721.889980157
232,5,prune,26,1007,90.2034890137424,227767,20473.4686656334,0.106947625634712,0.107131953865073,1901939,170631.686491143
